"ind1" "ind2" "x1" "y1" "x2" "y2" "idD" "id" "tree" "year" "DOY" "date"
999 970 184.483720014105 2094.20790759262 191.785294679858 2065.51508954698 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
999 1033 184.483720014105 2094.20790759262 182.230602826144 2135.74051602187 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1019 983 3.85659812671087 2123.74712348737 1.58512047291441 2082.97108727407 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1085 1069 180.023624740199 2234.81833933631 180.112760114176 2187.73324977619 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1096 1087 10.5826220413673 2266.30506684831 5.33575941252249 2238.12355933799 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1141 1106 14.4637140769137 2350.655932052 16.8448447212516 2292.03323928841 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1141 1172 14.4637140769137 2350.655932052 11.1387570634694 2390.19723427965 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1229 1209 192.188362463674 2501.20430660584 182.268078499984 2462.27133361276 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1212 1187 19.865362534535 2471.69520208838 8.93697063973127 2408.71025419927 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1296 1266 201.549177678539 2604.75391705181 194.292386153323 2556.02068217294 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1267 1290 22.0341657285727 2558.50941540455 20.4338857554709 2596.54528941854 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1309 1296 199.750604731004 2627.53407967969 201.549177678539 2604.75391705181 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1326 1306 22.208102833417 2652.84805409986 22.5475367216191 2625.11734612773 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1309 1365 199.750604731004 2627.53407967969 202.355787874473 2694.11395817754 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1385 1365 200.221645154388 2717.85754071789 202.355787874473 2694.11395817754 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1385 1422 200.221645154388 2717.85754071789 205.788700049752 2770.79797788828 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1433 1422 206.612915969354 2780.55313535076 205.788700049752 2770.79797788828 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1411 1443 33.6641311342929 2756.63259033031 33.5038260131418 2798.13713360292 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1411 1396 33.6641311342929 2756.63259033031 29.1963670704253 2734.71753200801 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1396 1361 29.1963670704253 2734.71753200801 24.8004990809758 2691.52776513414 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1496 1479 209.973671412386 2851.65762162169 209.797792610362 2838.05775884124 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1528 1516 197.428007971436 2879.37217083012 210.882557371002 2868.03723807978 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1520 1518 96.180702829342 2871.26475364191 76.6398095519158 2870.47137673259 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
31 25 69.7822985771818 74.8593040250386 72.9939321069784 53.5439911474314 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
61 87 237.385059435847 116.985502388446 244.637337932469 165.369766448236 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
356 365 40.1122026518218 801.110701364679 36.5651373887219 823.477439728135 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
629 649 178.269647717249 1371.03679725255 179.141728982498 1411.48190182983 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
771 795 176.311209691877 1651.03353377907 177.007948891425 1704.90902871404 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1019 1042 3.85659812671087 2123.74712348737 5.22270293409753 2148.49252699298 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1159 1186 179.035310650702 2374.07476317472 185.37770327232 2406.07942370773 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1361 1326 24.8004990809758 2691.52776513414 22.208102833417 2652.84805409986 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1503 1451 45.1076202657739 2859.37020117219 34.019649577063 2811.0345417166 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
1518 1514 76.6398095519158 2870.47137673259 53.249697927933 2868.68069188661 "St.Fs.55.06_28_2018" "Fs.55" 55 2018 179 "06_28_2018"
