"idD" "idV" "idCNeigh" "distance" "idSectorCN"
"7201" "St.Fs.55.06_28_2018" 710 720 48.192848224706 "c7.l51"
"726" "St.Fs.55.06_28_2018" 710 726 48.7496929841255 "c7.l51"
"729" "St.Fs.55.06_28_2018" 710 729 49.8486133827947 "c6.l51"
"730" "St.Fs.55.06_28_2018" 710 730 48.9359787839369 "c5.l52"
"654" "St.Fs.55.06_28_2018" 666 654 25.8855408690426 "c7.l45"
"656" "St.Fs.55.06_28_2018" 666 656 25.2487726639572 "c7.l45"
"659" "St.Fs.55.06_28_2018" 666 659 26.2556491052551 "c6.l46"
"661" "St.Fs.55.06_28_2018" 666 661 22.9808783934143 "c8.l46"
"667" "St.Fs.55.06_28_2018" 666 667 28.8293965516207 "c8.l46"
"669" "St.Fs.55.06_28_2018" 666 669 22.1311356510525 "c6.l47"
"675" "St.Fs.55.06_28_2018" 666 675 25.7922881540213 "c7.l47"
"677" "St.Fs.55.06_28_2018" 666 677 20.4754087181001 "c7.l47"
"641" "St.Fs.55.06_28_2018" 660 641 39.2635104096327 "c3.l45"
"643" "St.Fs.55.06_28_2018" 660 643 39.1467489500191 "c2.l45"
"648" "St.Fs.55.06_28_2018" 660 648 36.4985328432039 "c2.l45"
"652" "St.Fs.55.06_28_2018" 660 652 38.0792340363765 "c1.l46"
"653" "St.Fs.55.06_28_2018" 660 653 36.0063735580519 "c5.l46"
"663" "St.Fs.55.06_28_2018" 660 663 35.777347378149 "c1.l46"
"670" "St.Fs.55.06_28_2018" 660 670 36.5130666102182 "c4.l47"
"672" "St.Fs.55.06_28_2018" 660 672 35.2577554433872 "c4.l47"
"676" "St.Fs.55.06_28_2018" 660 676 38.8341277385773 "c2.l47"
"681" "St.Fs.55.06_28_2018" 660 681 39.2577932358594 "c3.l48"
"603" "St.Fs.55.06_28_2018" 631 603 39.7052750394936 "c7.l43"
"606" "St.Fs.55.06_28_2018" 631 606 41.6620738647964 "c8.l43"
"618" "St.Fs.55.06_28_2018" 631 618 39.2761377424978 "c6.l44"
"633" "St.Fs.55.06_28_2018" 631 633 34.2297777732196 "c6.l44"
"640" "St.Fs.55.06_28_2018" 631 640 36.9795392630519 "c6.l45"
"649" "St.Fs.55.06_28_2018" 631 649 36.7937499883319 "c6.l45"
"6561" "St.Fs.55.06_28_2018" 631 656 45.5982081403665 "c7.l45"
"657" "St.Fs.55.06_28_2018" 631 657 49.70446097057 "c8.l45"
"662" "St.Fs.55.06_28_2018" 631 662 59.6624236671592 "c8.l46"
"535" "St.Fs.55.06_28_2018" 548 535 59.0846189356868 "c1.l38"
"538" "St.Fs.55.06_28_2018" 548 538 52.5375097424504 "c1.l39"
"542" "St.Fs.55.06_28_2018" 548 542 48.4137226290365 "c4.l40"
"543" "St.Fs.55.06_28_2018" 548 543 42.6135152278272 "c4.l40"
"549" "St.Fs.55.06_28_2018" 548 549 30.0286420702996 "c1.l40"
"550" "St.Fs.55.06_28_2018" 548 550 46.1228162752706 "c4.l40"
"553" "St.Fs.55.06_28_2018" 548 553 30.3691124042408 "c1.l41"
