"idD" "layer" "cFile" "idSector" "xLeftC" "xRightC" "yInfL" "ySupL" "xLeftL" "xRightL" "yLeftL" "yRightL" "xLeftLed" "xRightLed" "xLengthL" "xLengthInfL" "xLengthSupL" "xLeftInfP" "xLeftSupP" "xLeftEdgeS" "yLeftInfS" "yLeftSupS" "yLeftEdgeS" "xRightInfS" "xRightSupS" "xRightEdgeS" "yRightInfS" "yRightSupS" "yRightEdgeS"
"15" "St.Fs.55.06_28_2018" 2 7 "c7.l2" 26 30 39.871 69.762 72.9939321069784 241.300860944724 53.5439911474314 69.1538665859457 65.9939321069784 248.300860944724 182.97399955583 186.999652683955 186.982868220379 197.487910038247 197.500001848852 197.49395594355 34.7415 69.762 52.25175 224.230259191537 224.244751521449 224.237505356493 45.7705 81.467 63.61875
"16" "St.Fs.55.06_28_2018" 2 8 "c8.l2" 26 30 51.67 81.467 72.9939321069784 241.300860944724 53.5439911474314 69.1538665859457 65.9939321069784 248.300860944724 182.97399955583 186.999652683955 186.982868220379 224.230259191537 224.244751521449 224.237505356493 45.7705 81.467 63.61875 248.300860944724 248.300860944724 248.300860944724 51.67 81.467 69.1538665859457
"17" "St.Fs.55.06_28_2018" 3 1 "c1.l3" 33 50 58.112 88.044 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 62.7822985771818 57.631179570944 57.631179570944 58.112 88.044 74.8593040250386 88.6987524925407 83.7478383684563 86.2232954304985 58.155 88.105 73.13
"18" "St.Fs.55.06_28_2018" 3 2 "c2.l3" 33 50 58.155 88.105 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 88.6987524925407 83.7478383684563 86.2232954304985 58.155 88.105 73.13 112.461637439081 107.694291853959 110.07796464652 58.975 88.925 73.95
"19" "St.Fs.55.06_28_2018" 3 3 "c3.l3" 33 50 58.975 88.925 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 112.461637439081 107.694291853959 110.07796464652 58.975 88.925 73.95 134.825622884508 130.231039324824 132.528331104666 54.986 84.979 69.9825
"20" "St.Fs.55.06_28_2018" 3 4 "c4.l3" 33 50 54.986 84.979 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 134.825622884508 130.231039324824 132.528331104666 54.986 84.979 69.9825 154.52065533439 150.078216109865 152.299435722128 54.047 84.07 69.0585
"21" "St.Fs.55.06_28_2018" 3 5 "c5.l3" 33 50 54.047 84.07 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 154.52065533439 150.078216109865 152.299435722128 54.047 84.07 69.0585 172.375030545965 168.070516559856 170.222773552911 59.593 89.573 74.583
"22" "St.Fs.55.06_28_2018" 3 6 "c6.l3" 33 50 59.593 89.573 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 172.375030545965 168.070516559856 170.222773552911 59.593 89.573 74.583 197.500001848852 193.389578533297 195.444790191074 69.762 99.653 84.7075
"23" "St.Fs.55.06_28_2018" 3 7 "c7.l3" 33 50 69.762 99.653 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 197.500001848852 193.389578533297 195.444790191074 69.762 99.653 84.7075 224.244751521449 220.340931681582 222.292841601516 81.467 111.264 96.3655
"24" "St.Fs.55.06_28_2018" 3 8 "c8.l3" 33 50 81.467 111.264 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 224.244751521449 220.340931681582 222.292841601516 81.467 111.264 96.3655 248.300860944724 244.54462529844 246.422743121582 81.467 111.264 102.335214038537
"25" "St.Fs.55.06_28_2018" 4 1 "c1.l4" 55 64 88.044 117.975 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 57.631179570944 53.1783798929209 53.1783798929209 88.044 117.975 108.058690660692 83.7478383684563 80.9342547334228 82.3410465509395 88.105 118.055 103.08
"26" "St.Fs.55.06_28_2018" 4 2 "c2.l4" 55 64 88.105 118.055 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 83.7478383684563 80.9342547334228 82.3410465509395 88.105 118.055 103.08 107.694291853959 106.38371099698 107.039001425469 88.925 118.875 103.9
"27" "St.Fs.55.06_28_2018" 4 3 "c3.l4" 55 64 88.925 118.875 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 107.694291853959 106.38371099698 107.039001425469 88.925 118.875 103.9 130.231039324824 130.334980834486 130.283010079655 84.979 114.973 99.976
"28" "St.Fs.55.06_28_2018" 4 4 "c4.l4" 55 64 84.979 114.973 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 130.231039324824 130.334980834486 130.283010079655 84.979 114.973 99.976 150.078216109865 151.427868674925 150.753042392395 84.07 114.094 99.082
"29" "St.Fs.55.06_28_2018" 4 5 "c5.l4" 55 64 84.07 114.094 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 150.078216109865 151.427868674925 150.753042392395 84.07 114.094 99.082 168.070516559856 170.54945858635 169.309987573103 89.573 119.554 104.5635
"30" "St.Fs.55.06_28_2018" 4 6 "c6.l4" 55 64 89.573 119.554 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 168.070516559856 170.54945858635 169.309987573103 89.573 119.554 104.5635 193.389578533297 197.457675317376 195.423626925337 99.653 129.543 114.598
"31" "St.Fs.55.06_28_2018" 4 7 "c7.l4" 55 64 99.653 129.543 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 193.389578533297 197.457675317376 195.423626925337 99.653 129.543 114.598 220.340931681582 226.100634225934 223.220782953758 111.264 141.06 126.162
"32" "St.Fs.55.06_28_2018" 4 8 "c8.l4" 55 64 111.264 141.06 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 220.340931681582 226.100634225934 223.220782953758 111.264 141.06 126.162 244.54462529844 251.637337932469 248.090981615454 111.264 141.06 116.985502388446
"33" "St.Fs.55.06_28_2018" 5 1 "c1.l5" NA 92 117.975 147.907 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 53.1783798929209 51.2173757251554 51.2173757251554 117.975 147.907 132.941 80.9342547334228 79.2532954126573 80.09377507304 118.055 148.005 133.03
"34" "St.Fs.55.06_28_2018" 5 2 "c2.l5" NA 92 118.055 148.005 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 80.9342547334228 79.2532954126573 80.09377507304 118.055 148.005 133.03 106.38371099698 104.959525751127 105.671618374053 118.875 148.825 133.85
"35" "St.Fs.55.06_28_2018" 5 3 "c3.l5" NA 92 118.875 148.825 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 106.38371099698 104.959525751127 105.671618374053 118.875 148.825 133.85 130.334980834486 129.152453606464 129.743717220475 114.973 144.966 129.9695
"36" "St.Fs.55.06_28_2018" 5 4 "c4.l5" NA 92 114.973 144.966 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 130.334980834486 129.152453606464 129.743717220475 114.973 144.966 129.9695 151.427868674925 150.458159618983 150.943014146954 114.094 144.117 129.1055
"37" "St.Fs.55.06_28_2018" 5 5 "c5.l5" NA 92 114.094 144.117 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 151.427868674925 150.458159618983 150.943014146954 114.094 144.117 129.1055 170.54945858635 169.772678153697 170.161068370023 119.554 149.535 134.5445
"38" "St.Fs.55.06_28_2018" 5 6 "c6.l5" NA 92 119.554 149.535 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 170.54945858635 169.772678153697 170.161068370023 119.554 149.535 134.5445 197.457675317376 196.952387225742 197.205031271559 129.543 159.434 144.4885
"39" "St.Fs.55.06_28_2018" 5 7 "c7.l5" NA 92 129.543 159.434 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 197.457675317376 196.952387225742 197.205031271559 129.543 159.434 144.4885 226.100634225934 225.884341278257 225.992487752095 141.06 170.857 155.9585
"40" "St.Fs.55.06_28_2018" 5 8 "c8.l5" NA 92 141.06 170.857 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 226.100634225934 225.884341278257 225.992487752095 141.06 170.857 155.9585 251.637337932469 251.637337932469 251.637337932469 141.06 170.857 165.369766448236
"41" "St.Fs.55.06_28_2018" 6 1 "c1.l6" NA 107 147.907 177.839 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 51.2173757251554 51.0534093449886 51.0534093449886 147.907 177.839 162.873 79.2532954126573 78.9639098194363 79.1086026160468 148.005 177.955 162.98
"42" "St.Fs.55.06_28_2018" 6 2 "c2.l6" NA 107 148.005 177.955 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 79.2532954126573 78.9639098194363 79.1086026160468 148.005 177.955 162.98 104.959525751127 104.555142853891 104.757334302509 148.825 178.775 163.8
"43" "St.Fs.55.06_28_2018" 6 3 "c3.l6" NA 107 148.825 178.775 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 104.959525751127 104.555142853891 104.757334302509 148.825 178.775 163.8 129.152453606464 128.639843192282 128.896148399373 144.966 174.959 159.9625
"44" "St.Fs.55.06_28_2018" 6 4 "c4.l6" NA 107 144.966 174.959 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 129.152453606464 128.639843192282 128.896148399373 144.966 174.959 159.9625 150.458159618983 149.850237728971 150.154198673977 144.117 174.14 159.1285
"45" "St.Fs.55.06_28_2018" 6 5 "c5.l6" NA 107 144.117 174.14 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 150.458159618983 149.850237728971 150.154198673977 144.117 174.14 159.1285 169.772678153697 169.078352402419 169.425515278058 149.535 179.515 164.525
"46" "St.Fs.55.06_28_2018" 6 6 "c6.l6" NA 107 149.535 179.515 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 169.772678153697 169.078352402419 169.425515278058 149.535 179.515 164.525 196.952387225742 196.136472535673 196.544429880707 159.434 189.325 174.3795
"47" "St.Fs.55.06_28_2018" 6 7 "c7.l6" NA 107 159.434 189.325 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 196.952387225742 196.136472535673 196.544429880707 159.434 189.325 174.3795 225.884341278257 224.938998948579 225.411670113418 170.857 200.654 185.7555
"48" "St.Fs.55.06_28_2018" 6 8 "c8.l6" NA 107 170.857 200.654 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 225.884341278257 224.938998948579 225.411670113418 170.857 200.654 185.7555 251.637337932469 250.573183686304 251.105260809386 170.857 200.654 195.220351727425
"49" "St.Fs.55.06_28_2018" 7 1 "c1.l7" 104 118 177.839 207.77 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 51.0534093449886 51.0534093449886 51.0534093449886 177.839 207.77 192.719828639427 78.9639098194363 79.2949593202903 79.1294345698633 177.955 207.905 192.93
"50" "St.Fs.55.06_28_2018" 7 2 "c2.l7" 104 118 177.955 207.905 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 78.9639098194363 79.2949593202903 79.1294345698633 177.955 207.905 192.93 104.555142853891 105.189732770656 104.872437812273 178.775 208.725 193.75
"51" "St.Fs.55.06_28_2018" 7 3 "c3.l7" 104 118 178.775 208.725 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 104.555142853891 105.189732770656 104.872437812273 178.775 208.725 193.75 128.639843192282 129.560104375763 129.099973784022 174.959 204.952 189.9555
"52" "St.Fs.55.06_28_2018" 7 4 "c4.l7" 104 118 174.959 204.952 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 128.639843192282 129.560104375763 129.099973784022 174.959 204.952 189.9555 149.850237728971 151.022077723471 150.436157726221 174.14 204.164 189.152
"53" "St.Fs.55.06_28_2018" 7 5 "c5.l7" 104 118 174.14 204.164 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 149.850237728971 151.022077723471 150.436157726221 174.14 204.164 189.152 169.078352402419 170.478259169524 169.778305785972 179.515 209.496 194.5055
"54" "St.Fs.55.06_28_2018" 7 6 "c6.l7" 104 118 179.515 209.496 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 169.078352402419 170.478259169524 169.778305785972 179.515 209.496 194.5055 196.136472535673 197.857318627114 196.996895581393 189.325 219.216 204.2705
"55" "St.Fs.55.06_28_2018" 7 7 "c7.l7" 104 118 189.325 219.216 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 196.136472535673 197.857318627114 196.996895581393 189.325 219.216 204.2705 224.938998948579 227.001474958161 225.97023695337 200.654 230.451 215.5525
"56" "St.Fs.55.06_28_2018" 7 8 "c8.l7" 104 118 200.654 230.451 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 224.938998948579 227.001474958161 225.97023695337 200.654 230.451 215.5525 250.573183686304 252.894992187936 251.73408793712 200.654 230.451 217.872917303593
"57" "St.Fs.55.06_28_2018" 8 1 "c1.l8" 117 126 207.77 237.702 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 51.0534093449886 51.55675436446 51.0534093449886 207.77 237.702 219.896015003593 79.2949593202903 79.7290924824665 79.5120259013784 207.905 237.856 222.8805
"58" "St.Fs.55.06_28_2018" 8 2 "c2.l8" 117 126 207.905 237.856 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 79.2949593202903 79.7290924824665 79.5120259013784 207.905 237.856 222.8805 105.189732770656 105.560405344928 105.375069057792 208.725 238.675 223.7
"59" "St.Fs.55.06_28_2018" 8 3 "c3.l8" 117 126 208.725 238.675 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 105.189732770656 105.560405344928 105.375069057792 208.725 238.675 223.7 129.560104375763 129.87105222943 129.715578302596 204.952 234.945 219.9485
"60" "St.Fs.55.06_28_2018" 8 4 "c4.l8" 117 126 204.952 234.945 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 129.560104375763 129.87105222943 129.715578302596 204.952 234.945 219.9485 151.022077723471 151.280428498085 151.151253110778 204.164 234.187 219.1755
"61" "St.Fs.55.06_28_2018" 8 5 "c5.l8" 117 126 204.164 234.187 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 151.022077723471 151.280428498085 151.151253110778 204.164 234.187 219.1755 170.478259169524 170.68892847995 170.583593824737 209.496 239.476 224.486
"62" "St.Fs.55.06_28_2018" 8 6 "c6.l8" 117 126 209.496 239.476 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 170.478259169524 170.68892847995 170.583593824737 209.496 239.476 224.486 197.857318627114 198.000889794637 197.929104210876 219.216 249.106 234.161
"63" "St.Fs.55.06_28_2018" 8 7 "c7.l8" 117 126 219.216 249.106 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 197.857318627114 198.000889794637 197.929104210876 219.216 249.106 234.161 227.001474958161 227.073622241699 227.03754859993 230.451 260.248 245.3495
"64" "St.Fs.55.06_28_2018" 8 8 "c8.l8" 117 126 230.451 260.248 60.1480082803739 245.894992187936 219.896015003593 235.629377938577 53.1480082803739 252.894992187936 200.365656461909 203.111920687946 202.596663659258 227.001474958161 227.073622241699 227.03754859993 230.451 260.248 245.3495 252.894992187936 252.894992187936 252.894992187936 230.451 260.248 235.629377938577
"65" "St.Fs.55.06_28_2018" 9 1 "c1.l9" 138 159 237.702 267.633 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 51.55675436446 50.4324458191198 50.4324458191198 237.702 267.633 258.629830655748 79.7290924824665 78.8407489574819 79.2849207199742 237.856 267.806 252.831
"66" "St.Fs.55.06_28_2018" 9 2 "c2.l9" 138 159 237.856 267.806 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 79.7290924824665 78.8407489574819 79.2849207199742 237.856 267.806 252.831 105.560405344928 104.888418951534 105.224412148231 238.675 268.625 253.65
"67" "St.Fs.55.06_28_2018" 9 3 "c3.l9" 138 159 238.675 268.625 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 105.560405344928 104.888418951534 105.224412148231 238.675 268.625 253.65 129.87105222943 129.402686219368 129.636869224399 234.945 264.938 249.9415
"68" "St.Fs.55.06_28_2018" 9 4 "c4.l9" 138 159 234.945 264.938 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 129.87105222943 129.402686219368 129.636869224399 234.945 264.938 249.9415 151.280428498085 150.99138249639 151.135905497238 234.187 264.211 249.199
"69" "St.Fs.55.06_28_2018" 9 5 "c5.l9" 138 159 234.187 264.211 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 151.280428498085 150.99138249639 151.135905497238 234.187 264.211 249.199 170.68892847995 170.562443607336 170.625686043643 239.476 269.457 254.4665
"70" "St.Fs.55.06_28_2018" 9 6 "c6.l9" 138 159 239.476 269.457 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 170.68892847995 170.562443607336 170.625686043643 239.476 269.457 254.4665 198.000889794637 198.103163624285 198.052026709461 249.106 278.997 264.0515
"71" "St.Fs.55.06_28_2018" 9 7 "c7.l9" 138 159 249.106 278.997 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 198.000889794637 198.103163624285 198.052026709461 249.106 278.997 264.0515 227.073622241699 227.419402587381 227.24651241454 260.248 290.045 275.1465
"72" "St.Fs.55.06_28_2018" 9 8 "c8.l9" 138 159 260.248 290.045 58.55675436446 240.644062921204 258.629830655748 258.629830655748 51.55675436446 247.644062921204 196.087308556744 202.596663659258 204.223070964728 227.073622241699 227.419402587381 227.24651241454 260.248 290.045 275.1465 252.894992187936 253.422014443383 253.15850331566 260.248 290.045 275.1465
"73" "St.Fs.55.06_28_2018" 10 1 "c1.l10" 152 169 267.633 297.565 57.4324458191198 246.422014443383 279.570120321721 303.370226859611 50.4324458191198 253.422014443383 204.380062729904 204.223070964728 204.271651436293 50.4324458191198 50.3687139247495 50.3687139247495 267.633 297.565 279.570120321721 78.8407489574819 78.7880979786508 78.8144234680663 267.806 297.756 282.781
"74" "St.Fs.55.06_28_2018" 10 2 "c2.l10" 152 169 267.806 297.756 57.4324458191198 246.422014443383 279.570120321721 303.370226859611 50.4324458191198 253.422014443383 204.380062729904 204.223070964728 204.271651436293 78.8407489574819 78.7880979786508 78.8144234680663 267.806 297.756 282.781 104.888418951534 104.845928101937 104.867173526735 268.625 298.575 283.6
"75" "St.Fs.55.06_28_2018" 10 3 "c3.l10" 152 169 268.625 298.575 57.4324458191198 246.422014443383 279.570120321721 303.370226859611 50.4324458191198 253.422014443383 204.380062729904 204.223070964728 204.271651436293 104.888418951534 104.845928101937 104.867173526735 268.625 298.575 283.6 129.402686219368 129.369757381404 129.386221800386 264.938 294.932 279.935
"76" "St.Fs.55.06_28_2018" 10 4 "c4.l10" 152 169 264.938 294.932 57.4324458191198 246.422014443383 279.570120321721 303.370226859611 50.4324458191198 253.422014443383 204.380062729904 204.223070964728 204.271651436293 129.402686219368 129.369757381404 129.386221800386 264.938 294.932 279.935 150.99138249639 150.966874524639 150.979128510514 264.211 294.234 279.2225
