"idSector" "layer" "cFile" "idD" "xLeftC" "xRightC" "yInfL" "ySupL" "xLeftL" "xRightL" "yLeftL" "yRightL" "xLeftLed" "xRightLed" "xLengthL" "xLengthInfL" "xLengthSupL" "xLeftInfP" "xLeftSupP" "xLeftEdgeS" "yLeftInfS" "yLeftSupS" "yLeftEdgeS" "xRightInfS" "xRightSupS" "xRightEdgeS" "yRightInfS" "yRightSupS" "yRightEdgeS" "APF" "vessel" "idVessel" "cell" "nbcell"
"14" "c1.l21" 21 1 "St.Fs.55.06_28_2018" 308 313 596.881 626.812 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 40.5646874051331 42.0638166398723 40.5646874051331 596.881 626.812 615.7686875 68.664221485658 71.972708280793 70.3184648832255 597.258 627.208 612.233 1 0 NA 1 3
"15" "c1.l22" 22 1 "St.Fs.55.06_28_2018" 312 320 626.812 656.744 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 42.0638166398723 36.5366615742997 36.5366615742997 626.812 656.744 630.274661130163 71.972708280793 67.2290788264587 69.6008935536258 627.208 657.158 642.183 1 0 NA 1 4
"16" "c1.l23" 23 1 "St.Fs.55.06_28_2018" 324 320 656.744 686.675 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 36.5366615742997 35.1365388585087 35.1365388585087 656.744 686.675 661.385735796287 67.2290788264587 65.9666023270382 66.5978405767485 657.158 687.108 672.133 1 0 NA 1 4
"17" "c1.l24" 24 1 "St.Fs.55.06_28_2018" 330 320 686.675 716.607 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 35.1365388585087 35.1365388585087 35.1365388585087 686.675 716.607 687.910058999353 65.9666023270382 65.6720879966843 65.8193451618613 687.108 717.058 702.083 1 0 NA 1 4
"18" "c1.l25" 25 1 "St.Fs.55.06_28_2018" 351 360 716.607 746.539 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 35.1365388585087 39.6176136232952 35.1365388585087 716.607 746.539 743.993746737329 65.6720879966843 69.1823740582279 67.4272310274561 717.058 747.009 732.0335 1 1 347 1 2
"19" "c1.l26" 26 1 "St.Fs.55.06_28_2018" 366 360 746.539 776.47 46.6176136232952 241.645576369064 764.754538006972 764.754538006972 39.6176136232952 248.645576369064 209.027962745769 211.913188050738 216.470528772247 39.6176136232952 33.1122026518218 33.1122026518218 746.539 776.47 764.754538006972 69.1823740582279 63.3279214902118 66.2551477742198 747.009 776.959 761.984 1 0 NA 1 3
"20" "c1.l27" 27 1 "St.Fs.55.06_28_2018" 379 360 776.47 806.402 40.1122026518218 233.431414788731 801.110701364679 801.110701364679 33.1122026518218 240.431414788731 207.319212136909 216.470528772247 211.811300785717 33.1122026518218 29.5651373887219 29.5651373887219 776.47 806.402 801.110701364679 63.3279214902118 59.1226436150991 61.2252825526555 776.959 806.909 791.934 1 0 NA 1 4
"21" "c1.l28" 28 1 "St.Fs.55.06_28_2018" 389 405 806.402 836.333 36.5651373887219 221.787808411498 823.477439728135 852.645706049405 29.5651373887219 228.787808411498 201.346617576849 211.811300785717 205.158923436828 29.5651373887219 24.5916234281391 24.5916234281391 806.402 836.333 823.477439728135 59.1226436150991 53.2075288046521 56.1650862098756 806.909 836.859 821.884 1 0 NA 1 2
"22" "c1.l29" 29 1 "St.Fs.55.06_28_2018" 397 416 836.333 866.265 31.5916234281391 214.418590042091 843.421421373832 876.107961474321 24.5916234281391 221.418590042091 199.522591929312 205.158923436828 198.363241711406 24.5916234281391 24.0377004573649 24.0377004573649 836.333 866.265 843.421421373832 53.2075288046521 51.6912995082181 52.4494141564351 836.859 866.809 851.834 1 0 NA 1 3
"23" "c1.l3" 3 1 "St.Fs.55.06_28_2018" 33 50 58.112 88.044 69.7822985771818 237.54462529844 74.8593040250386 102.335214038537 62.7822985771818 244.54462529844 183.827280473262 186.982868220379 188.350217928532 62.7822985771818 57.631179570944 57.631179570944 58.112 88.044 74.8593040250386 88.6987524925407 83.7478383684563 86.2232954304985 58.155 88.105 73.13 1 0 NA 1 1
"24" "c1.l30" 30 1 "St.Fs.55.06_28_2018" NA 426 866.265 896.197 31.0377004573649 209.816599112249 885.2246875 885.2246875 24.0377004573649 216.816599112249 192.778898654884 198.363241711406 194.626895649704 24.0377004573649 23.5200299108833 23.5200299108833 866.265 896.197 885.2246875 51.6912995082181 50.646092069347 51.1686957887825 866.809 896.759 881.784 0 0 NA 0 0
"25" "c1.l31" 31 1 "St.Fs.55.06_28_2018" NA 438 896.197 926.128 30.5200299108833 210.159317727795 924.2920682768 924.2920682768 23.5200299108833 217.159317727795 193.639287816912 194.626895649704 194.952241726219 23.5200299108833 23.1795459729074 23.1795459729074 896.197 926.128 924.2920682768 50.646092069347 50.3556570736523 50.5008745714997 896.759 926.71 911.7345 0 0 NA 0 0
"26" "c1.l32" 32 1 "St.Fs.55.06_28_2018" 445 446 926.128 956.06 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 23.1795459729074 19.945373162769 19.945373162769 926.128 956.06 949.987591701288 50.3556570736523 46.7603896543431 48.5580233639977 926.71 956.66 941.685 1 0 NA 1 1
"27" "c1.l33" 33 1 "St.Fs.55.06_28_2018" 448 446 956.06 985.991 26.945373162769 204.359861603979 969.560050316244 961.336160230415 19.945373162769 211.359861603979 191.591071695301 192.386325798405 196.905999563796 19.945373162769 15.3901225542536 15.3901225542536 956.06 985.991 969.560050316244 46.7603896543431 42.851463143813 44.805926399078 956.66 986.61 971.635 1 0 NA 1 2
"28" "c1.l34" 34 1 "St.Fs.55.06_28_2018" 470 463 985.991 1015.923 22.3901225542536 202.929822379987 1012.53593348009 1012.53593348009 15.3901225542536 209.929822379987 194.539699825733 196.905999563796 195.809574807302 15.3901225542536 15.0484386174115 15.0484386174115 985.991 1015.923 1012.53593348009 42.851463143813 42.3576676551768 42.6045653994949 986.61 1016.56 1001.585 1 0 NA 1 3
"29" "c1.l35" 35 1 "St.Fs.55.06_28_2018" 494 493 1015.923 1045.854 22.0484386174115 196.392846070984 1049.40305002228 1046.45130093697 15.0484386174115 203.392846070984 188.367536061021 195.809574807302 189.291220345893 15.0484386174115 15.0484386174115 15.0484386174115 1015.923 1045.854 1030.8885 42.3576676551768 41.4346867391873 41.8961771971821 1016.56 1046.51 1031.535 1 0 NA 1 4
"30" "c1.l36" 36 1 "St.Fs.55.06_28_2018" 494 493 1045.854 1075.786 22.0484386174115 196.392846070984 1049.40305002228 1046.45130093697 15.0484386174115 203.392846070984 188.367536061021 189.291220345893 189.277782359783 15.0484386174115 15.0484386174115 15.0484386174115 1045.854 1075.786 1049.40305002228 41.4346867391873 41.4365600601409 41.4356233996641 1046.51 1076.461 1061.4855 1 0 NA 1 3
"31" "c1.l37" 37 1 "St.Fs.55.06_28_2018" 521 530 1075.786 1105.718 26.0322051127166 189.148162808065 1094.801625 1094.801625 19.0322051127166 196.148162808065 177.115957695348 189.277782359783 189.678038394177 15.0484386174115 12.9524217898554 12.9524217898554 1075.786 1105.718 1094.801625 41.4365600601409 39.4012017811676 40.4188809206542 1076.461 1106.411 1091.436 1 0 NA 1 1
"32" "c1.l38" 38 1 "St.Fs.55.06_28_2018" 534 536 1105.718 1135.649 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 12.9524217898554 12.9524217898554 12.9524217898554 1105.718 1135.649 1129.99489279473 39.4012017811676 39.4030314819864 39.402116631577 1106.411 1136.361 1121.386 1 0 NA 1 4
"33" "c1.l39" 39 1 "St.Fs.55.06_28_2018" 538 544 1135.649 1165.581 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 12.9524217898554 7.8221287516425 7.8221287516425 1135.649 1165.581 1150.615 39.4030314819864 34.4452217658405 36.9241266239135 1136.361 1166.311 1151.336 1 0 NA 1 1
"34" "c1.l4" 4 1 "St.Fs.55.06_28_2018" 55 64 88.044 117.975 64.631179570944 237.385059435847 108.058690660692 116.985502388446 57.631179570944 244.385059435847 186.967108369941 188.350217928532 199.797085191809 57.631179570944 53.1783798929209 53.1783798929209 88.044 117.975 108.058690660692 83.7478383684563 80.9342547334228 82.3410465509395 88.105 118.055 103.08 1 0 NA 1 4
"35" "c1.l40" 40 1 "St.Fs.55.06_28_2018" 549 544 1165.581 1195.512 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 7.8221287516425 7.8221287516425 7.8221287516425 1165.581 1195.512 1191.79340137982 34.4452217658405 34.4470145714124 34.4461181686264 1166.311 1196.261 1181.286 1 0 NA 1 1
"36" "c1.l41" 41 1 "St.Fs.55.06_28_2018" 553 563 1195.512 1225.444 18.8381869117212 179.858806413126 1214.5595625 1214.5595625 11.8381869117212 186.858806413126 175.020619501405 190.839770617933 182.719637178851 7.8221287516425 11.8329475558834 7.8221287516425 1195.512 1225.444 1214.5595625 34.4470145714124 37.3074229326072 35.8772187520098 1196.261 1226.211 1211.236 1 0 NA 1 2
"37" "c1.l42" 42 1 "St.Fs.55.06_28_2018" 567 597 1225.444 1255.376 18.8329475558834 186.653891923607 1232.19791456238 1264.20644555844 11.8329475558834 193.653891923607 184.616905692021 182.719637178851 184.314085797559 11.8329475558834 10.2174151846828 10.2174151846828 1225.444 1255.376 1232.19791456238 37.3074229326072 35.9222921183808 36.614857525494 1226.211 1256.162 1241.1865 1 0 NA 1 3
"38" "c1.l43" 43 1 "St.Fs.55.06_28_2018" 617 597 1255.376 1285.307 17.2174151846828 186.653891923607 1296.0431438059 1258.69969848511 10.2174151846828 193.653891923607 187.199022184457 184.314085797559 184.301073136837 10.2174151846828 10.2174151846828 10.2174151846828 1255.376 1285.307 1270.3415 35.9222921183808 35.924107022856 35.9231995706184 1256.162 1286.112 1271.137 1 0 NA 1 3
"39" "c1.l44" 44 1 "St.Fs.55.06_28_2018" 617 597 1285.307 1315.239 17.2174151846828 184.15528877761 1296.0431438059 1296.0431438059 10.2174151846828 191.15528877761 180.937873592928 184.301073136837 181.801162032398 10.2174151846828 10.2174151846828 10.2174151846828 1285.307 1315.239 1296.0431438059 35.924107022856 35.5724939630299 35.7483004929429 1286.112 1316.062 1301.087 1 0 NA 1 4
"40" "c1.l45" 45 1 "St.Fs.55.06_28_2018" 644 657 1315.239 1345.17 18.797714277543 171.532591565237 1337.35116234682 1337.35116234682 11.797714277543 178.532591565237 166.734877287694 181.801162032398 174.358640552482 10.2174151846828 11.797714277543 10.2174151846828 1315.239 1345.17 1337.35116234682 35.5724939630299 36.0983490651896 35.8354215141097 1316.062 1346.012 1331.037 1 0 NA 1 3
"41" "c1.l46" 46 1 "St.Fs.55.06_28_2018" 658 662 1345.17 1375.102 23.6888430100688 178.269647717249 1371.03679725255 1371.03679725255 16.6888430100688 185.269647717249 168.58080470718 174.358640552482 171.754659254596 11.797714277543 15.273467896179 11.797714277543 1345.17 1375.102 1371.03679725255 36.0983490651896 39.2075582928567 37.6529536790231 1346.012 1375.962 1360.987 1 0 NA 1 4
"42" "c1.l47" 47 1 "St.Fs.55.06_28_2018" 685 683 1375.102 1405.033 22.273467896179 179.141728982498 1417.3479050479 1411.48190182983 15.273467896179 186.141728982498 170.968923025259 171.754659254596 171.741114750261 15.273467896179 15.273467896179 15.273467896179 1375.102 1405.033 1390.0675 39.2075582928567 39.2094458745904 39.2085020837235 1375.962 1405.912 1390.937 1 0 NA 1 2
"43" "c1.l48" 48 1 "St.Fs.55.06_28_2018" 685 683 1405.033 1434.965 22.273467896179 179.141728982498 1417.3479050479 1417.3479050479 15.273467896179 186.141728982498 170.868261086319 171.741114750261 172.275570352967 15.273467896179 15.273467896179 15.273467896179 1405.033 1434.965 1417.3479050479 39.2094458745904 39.2892870161968 39.2493664453936 1405.912 1435.863 1420.8875 1 0 NA 1 4
"44" "c1.l49" 49 1 "St.Fs.55.06_28_2018" 704 683 1434.965 1464.897 28.2859158668472 179.692572699115 1454.076 1454.076 21.2859158668472 186.692572699115 165.406656832268 172.275570352967 174.005141619193 15.273467896179 14.1485581315278 14.1485581315278 1434.965 1464.897 1454.076 39.2892870161968 38.4140258585066 38.8516564373517 1435.863 1465.813 1450.838 1 0 NA 1 1
"45" "c1.l5" 5 1 "St.Fs.55.06_28_2018" NA 92 117.975 147.907 60.1783798929209 244.637337932469 165.369766448236 165.369766448236 53.1783798929209 251.637337932469 198.458958039548 199.797085191809 201.729679896591 53.1783798929209 51.2173757251554 51.2173757251554 117.975 147.907 132.941 80.9342547334228 79.2532954126573 80.09377507304 118.055 148.005 133.03 0 0 NA 0 0
"46" "c1.l50" 50 1 "St.Fs.55.06_28_2018" 708 683 1464.897 1494.828 21.1485581315278 180.319112285274 1465.23045520995 1502.52329609377 14.1485581315278 187.319112285274 177.140613093388 174.005141619193 175.319078738661 14.1485581315278 13.1858629751859 13.1858629751859 1464.897 1494.828 1465.23045520995 38.4140258585066 37.6417394623084 38.0278826604075 1465.813 1495.763 1480.788 1 0 NA 1 3
"47" "c1.l51" 51 1 "St.Fs.55.06_28_2018" 727 733 1494.828 1524.76 20.1858629751859 180.689658996283 1525.57895003821 1531.17589302685 13.1858629751859 187.689658996283 174.593529652707 175.319078738661 176.212083559538 13.1858629751859 12.2757616466332 12.2757616466332 1494.828 1524.76 1509.794 37.6417394623084 36.8621628426555 37.251951152482 1495.763 1525.713 1510.738 1 0 NA 1 3
"48" "c1.l52" 52 1 "St.Fs.55.06_28_2018" 754 733 1524.76 1554.691 19.2757616466332 180.689658996283 1563.08285465588 1531.17589302685 12.2757616466332 187.689658996283 178.292146724947 176.212083559538 176.199394279304 12.2757616466332 12.2757616466332 12.2757616466332 1524.76 1554.691 1539.7255 36.8621628426555 36.8639334715274 36.8630481570915 1525.713 1555.663 1540.688 1 0 NA 1 2
"49" "c1.l53" 53 1 "St.Fs.55.06_28_2018" 754 763 1554.691 1584.623 19.2757616466332 177.717047874884 1563.08285465588 1570.97366040293 12.2757616466332 184.717047874884 172.621730994076 176.199394279304 177.945447509962 12.2757616466332 7.5367441345399 7.5367441345399 1554.691 1584.623 1563.08285465588 36.8639334715274 32.3764618939518 34.6201976827396 1555.663 1585.614 1570.6385 1 0 NA 1 2
"50" "c1.l54" 54 1 "St.Fs.55.06_28_2018" 782 783 1584.623 1614.555 14.5367441345399 174.603636401197 1601.15932006459 1599.96134464979 7.5367441345399 181.603636401197 174.071014613193 177.945447509962 180.630088427939 7.5367441345399 3.4225245432964 3.4225245432964 1584.623 1614.555 1601.15932006459 32.3764618939518 28.6468903016136 30.5116760977827 1585.614 1615.564 1600.589 1 0 NA 1 6
"51" "c1.l55" 55 1 "St.Fs.55.06_28_2018" 800 810 1614.555 1644.486 10.4225245432964 176.311209691877 1633.64823882399 1651.03353377907 3.4225245432964 183.311209691877 180.726831226468 180.630088427939 185.129490017004 3.4225245432964 -1.1067987806033 -1.1067987806033 1614.555 1644.486 1633.64823882399 28.6468903016136 24.7594652051786 26.7031777533961 1615.564 1645.514 1630.539 1 0 NA 1 3
"52" "c1.l56" 56 1 "St.Fs.55.06_28_2018" 824 810 1644.486 1674.418 5.8932012193967 176.311209691877 1687.93934836531 1664.16420048743 -1.1067987806033 183.311209691877 185.944237624001 185.129490017004 185.811743565036 -1.1067987806033 -1.1067987806033 -1.1067987806033 1644.486 1674.418 1659.452 24.7594652051786 25.0554947133538 24.9074799592662 1645.514 1675.464 1660.489 1 0 NA 1 2
"53" "c1.l57" 57 1 "St.Fs.55.06_28_2018" 824 836 1674.418 1704.349 5.8932012193967 177.007948891425 1687.93934836531 1704.90902871404 -1.1067987806033 184.007948891425 185.890935380983 185.811743565036 185.800195992035 -1.1067987806033 -1.1067987806033 -1.1067987806033 1674.418 1704.349 1687.93934836531 25.0554947133538 25.0538688150753 25.0546817642145 1675.464 1705.414 1690.439 1 0 NA 1 1
"54" "c1.l58" 58 1 "St.Fs.55.06_28_2018" 835 836 1704.349 1734.281 6.48005649124514 177.007948891425 1706.32929719313 1704.90902871404 -0.51994350875486 184.007948891425 184.533358058117 185.800195992035 185.203939411807 -1.1067987806033 -0.51994350875486 -1.1067987806033 1704.349 1734.281 1706.32929719313 25.0538688150753 25.5567711604276 25.3053199877514 1705.414 1735.364 1720.389 1 0 NA 1 1
"55" "c1.l59" 59 1 "St.Fs.55.06_28_2018" NA 875 1734.281 1764.212 7.71412001977696 173.412326717752 1762.50384811983 1777.49859426023 0.714120019776955 180.412326717752 180.322732627595 185.203939411807 182.387551510506 -0.51994350875486 0.714120019776955 -0.51994350875486 1734.281 1764.212 1762.50384811983 25.5567711604276 26.3942872724562 25.9755292164419 1735.364 1765.315 1750.3395 0 1 861 1 0
"56" "c1.l6" 6 1 "St.Fs.55.06_28_2018" NA 107 147.907 177.839 58.2173757251554 242.23314420278 195.220351727425 195.220351727425 51.2173757251554 249.23314420278 198.015768477625 201.729679896591 200.819980525369 51.2173757251554 51.0534093449886 51.0534093449886 147.907 177.839 162.873 79.2532954126573 78.9639098194363 79.1086026160468 148.005 177.955 162.98 0 0 NA 0 0
"57" "c1.l60" 60 1 "St.Fs.55.06_28_2018" 877 885 1764.212 1794.144 8.17475254039918 175.426755711403 1783.47183266028 1798.39829253148 1.17475254039918 182.426755711403 181.865576340846 182.387551510506 181.917045200557 0.714120019776955 1.17475254039918 0.714120019776955 1764.212 1794.144 1783.47183266028 26.3942872724562 26.7886725046376 26.5914798885469 1765.315 1795.265 1780.29 1 0 NA 1 1
"58" "c1.l61" 61 1 "St.Fs.55.06_28_2018" 891 904 1794.144 1824.076 9.8965783127908 172.331383420778 1813.35075 1813.35075 2.8965783127908 179.331383420778 176.434805107987 181.917045200557 186.598307714265 1.17475254039918 -1.02048625965379 -1.02048625965379 1794.144 1824.076 1813.35075 26.7886725046376 25.2525554665147 26.0206139855762 1795.265 1825.215 1810.24 0 1 891 1 0
"59" "c1.l62" 62 1 "St.Fs.55.06_28_2018" 919 923 1824.076 1854.007 5.97951374034621 177.94075595449 1845.12438529895 1858.00476707727 -1.02048625965379 184.94075595449 186.406780564932 186.598307714265 190.118426210419 -1.02048625965379 -3.25933803458851 -3.25933803458851 1824.076 1854.007 1845.12438529895 25.2525554665147 23.5093363758385 24.3809459211766 1825.215 1855.165 1840.19 1 0 NA 1 2
"60" "c1.l63" 63 1 "St.Fs.55.06_28_2018" 925 931 1854.007 1883.939 3.74066196541149 179.244704140576 1872.11558304221 1877.86656601715 -3.25933803458851 186.244704140576 189.591286207738 190.118426210419 193.523229447403 -3.25933803458851 -3.25933803458851 -3.25933803458851 1854.007 1883.939 1872.11558304221 23.5093363758385 23.9887326716058 23.7490345237221 1855.165 1885.115 1870.14 1 0 NA 1 4
"61" "c1.l64" 64 1 "St.Fs.55.06_28_2018" 944 941 1883.939 1913.87 8.35371354753246 182.671068692169 1905.18769548004 1900.14412131299 1.35371354753246 189.671068692169 188.384882326183 193.523229447403 189.690430597815 -3.25933803458851 1.35371354753246 -3.25933803458851 1883.939 1913.87 1905.18769548004 23.9887326716058 28.0621261757048 26.0254294236553 1885.115 1915.065 1900.09 1 0 NA 1 2
"62" "c1.l65" 65 1 "St.Fs.55.06_28_2018" 957 941 1913.87 1943.802 9.65217465126586 183.449983887231 1933.1088125 1933.1088125 2.65217465126586 190.449983887231 187.797809235965 189.690430597815 198.651972788103 1.35371354753246 -7 -7 1913.87 1943.802 1933.1088125 28.0621261757048 20.9701977685649 24.5161619721348 1915.065 1945.016 1930.0405 1 0 NA 1 3
"63" "c1.l66" 66 1 "St.Fs.55.06_28_2018" 976 941 1943.802 1973.734 0 184.094872734266 1960.40133654786 1960.40133654786 -7 191.094872734266 198.094872734266 198.651972788103 199.526532707704 -7 -7 -7 1943.802 1973.734 1960.40133654786 20.9701977685649 21.0933358052447 21.0317667869048 1945.016 1974.966 1959.991 1 0 NA 1 4
"64" "c1.l67" 67 1 "St.Fs.55.06_28_2018" 988 992 1973.734 2003.665 1.46305086861554 184.981922370748 1992.64311320728 1997.94241614105 -5.53694913138446 191.981922370748 197.589947140688 199.526532707704 200.920380268795 -7 -5.53694913138446 -7 1973.734 2003.665 1992.64311320728 21.0933358052447 22.7526404104619 21.9229881078533 1974.966 2004.916 1989.941 1 0 NA 1 2
"65" "c1.l68" 68 1 "St.Fs.55.06_28_2018" NA 992 2003.665 2033.597 1.70433456887851 187.852415864259 2022.9275 2022.9275 -5.29566543112149 194.852415864259 200.148081295381 200.920380268795 204.592806933233 -5.53694913138446 -5.29566543112149 -5.53694913138446 2003.665 2033.597 2022.9275 22.7526404104619 23.5110017850777 23.1318210977698 2004.916 2034.866 2019.891 0 0 NA 0 0
"66" "c1.l69" 69 1 "St.Fs.55.06_28_2018" 1018 1020 2033.597 2063.528 2.02151335365949 191.785294679858 2062.73775237214 2065.51508954698 -4.97848664634051 198.785294679858 203.782708251053 204.592806933233 204.702299418317 -5.29566543112149 -5.41487952708559 -5.41487952708559 2033.597 2063.528 2062.73775237214 23.5110017850777 23.4072042310134 23.4591030080456 2034.866 2064.816 2049.841 1 0 NA 1 1
"67" "c1.l7" 7 1 "St.Fs.55.06_28_2018" 104 118 177.839 207.77 58.0534093449886 243.573183686304 192.719828639427 217.872917303593 51.0534093449886 250.573183686304 201.099025911507 200.819980525369 203.111920687946 51.0534093449886 51.0534093449886 51.0534093449886 177.839 207.77 192.719828639427 78.9639098194363 79.2949593202903 79.1294345698633 177.955 207.905 192.93 1 0 NA 1 3
