"idSector" "layer" "cFile" "idD" "xLeftC" "xRightC" "yInfL" "ySupL" "xLeftL" "xRightL" "yLeftL" "yRightL" "xLeftLed" "xRightLed" "xLengthL" "xLengthInfL" "xLengthSupL" "xLeftInfP" "xLeftSupP" "xLeftEdgeS" "yLeftInfS" "yLeftSupS" "yLeftEdgeS" "xRightInfS" "xRightSupS" "xRightEdgeS" "yRightInfS" "yRightSupS" "yRightEdgeS" "APF" "vessel" "idVessel" "nbcell" "Vorigin" "cLdif" "laydif" "circle"
"580" "c7.l12" 12 7 "St.Fs.55.06_28_2018" 190 195 338.779 368.67 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 193.620729323746 195.349787460748 194.485258392247 338.779 368.67 353.7245 223.374654221793 225.446972568258 224.410813395025 349.638 379.435 364.5365 1 1 189 1 1 0 0 0
"581" "c7.l13" 13 7 "St.Fs.55.06_28_2018" 201 202 368.67 398.56 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 195.349787460748 195.375052582227 195.362420021488 368.67 398.56 383.615 225.446972568258 225.465959101569 225.456465834914 379.435 409.232 394.3335 0 1 189 0 NA 0 -1 1
"3882" "c5.l12" 12 5 "St.Fs.55.06_28_2018" 190 195 324.257 354.281 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 145.805578162741 146.983010292106 146.394294227424 324.257 354.281 339.269 165.668831535835 167.075418794711 166.372125165273 329.418 359.398 344.408 0 1 191 0 NA 1 0 1
"4832" "c6.l11" 11 6 "St.Fs.55.06_28_2018" 164 184 299.437 329.418 57.3687139247495 242.286242556871 301.630789016157 334.11527850866 50.3687139247495 249.286242556871 201.552537207298 204.271651436293 207.142622477533 170.545569504954 165.668831535835 168.107200520395 299.437 329.418 314.4275 198.0970320288 193.620729323746 195.858880676273 308.888 338.779 323.8335 0 1 191 0 NA 0 1 1
"4841" "c6.l12" 12 6 "St.Fs.55.06_28_2018" 190 195 329.418 359.398 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 165.668831535835 167.075418794711 166.372125165273 329.418 359.398 344.408 193.620729323746 195.349787460748 194.485258392247 338.779 368.67 353.7245 0 1 191 0 1 0 0 0
"5792" "c7.l11" 11 7 "St.Fs.55.06_28_2018" 164 184 308.888 338.779 57.3687139247495 242.286242556871 301.630789016157 334.11527850866 50.3687139247495 249.286242556871 201.552537207298 204.271651436293 207.142622477533 198.0970320288 193.620729323746 195.858880676273 308.888 338.779 323.8335 227.424706056015 223.374654221793 225.399680138904 319.842 349.638 334.74 1 1 191 1 NA -1 1 1
"5801" "c7.l12" 12 7 "St.Fs.55.06_28_2018" 190 195 338.779 368.67 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 193.620729323746 195.349787460748 194.485258392247 338.779 368.67 353.7245 223.374654221793 225.446972568258 224.410813395025 349.638 379.435 364.5365 1 1 191 1 NA -1 0 1
"293" "c4.l13" 13 4 "St.Fs.55.06_28_2018" 201 202 354.918 384.911 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 124.819219469645 124.85919800662 124.839208738132 354.918 384.911 369.9145 146.983010292106 147.018365230085 147.000687761096 354.281 384.304 369.2925 0 1 193 0 NA 1 0 1
"294" "c4.l14" 14 4 "St.Fs.55.06_28_2018" 203 213 384.911 414.904 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 124.85919800662 126.719889499426 125.789543753023 384.911 414.904 399.9075 147.018365230085 148.286129967843 147.652247598964 384.304 414.328 399.316 0 1 193 0 NA 1 -1 1
"3883" "c5.l12" 12 5 "St.Fs.55.06_28_2018" 190 195 324.257 354.281 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 145.805578162741 146.983010292106 146.394294227424 324.257 354.281 339.269 165.668831535835 167.075418794711 166.372125165273 329.418 359.398 344.408 0 1 193 0 NA 0 1 1
"389" "c5.l13" 13 5 "St.Fs.55.06_28_2018" 201 202 354.281 384.304 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 146.983010292106 147.018365230085 147.000687761096 354.281 384.304 369.2925 167.075418794711 167.10658224575 167.091000520231 359.398 389.379 374.3885 0 1 193 0 1 0 0 0
"390" "c5.l14" 14 5 "St.Fs.55.06_28_2018" 203 213 384.304 414.328 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 147.018365230085 148.286129967843 147.652247598964 384.304 414.328 399.316 167.10658224575 167.836833943884 167.471708094817 389.379 419.359 404.369 0 1 193 0 NA 0 -1 1
"4842" "c6.l12" 12 6 "St.Fs.55.06_28_2018" 190 195 329.418 359.398 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 165.668831535835 167.075418794711 166.372125165273 329.418 359.398 344.408 193.620729323746 195.349787460748 194.485258392247 338.779 368.67 353.7245 0 1 193 0 NA -1 1 1
"485" "c6.l13" 13 6 "St.Fs.55.06_28_2018" 201 202 359.398 389.379 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 167.075418794711 167.10658224575 167.091000520231 359.398 389.379 374.3885 195.349787460748 195.375052582227 195.362420021488 368.67 398.56 383.615 1 1 193 1 NA -1 0 1
"100" "c2.l12" 12 2 "St.Fs.55.06_28_2018" 190 195 327.706 357.656 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 72.5777492326551 72.9103785340486 72.7440638833519 327.706 357.656 342.681 99.0143060415873 99.651924283392 99.3331151624897 328.524 358.474 343.499 1 1 199 1 NA 0 1 1
"101" "c2.l13" 13 2 "St.Fs.55.06_28_2018" 201 202 357.656 387.607 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 72.9103785340486 72.9611857991391 72.9357821665939 357.656 387.607 372.6315 99.651924283392 99.6971529818437 99.6745386326179 358.474 388.424 373.449 0 1 199 0 1 0 0 0
"102" "c2.l14" 14 2 "St.Fs.55.06_28_2018" 203 213 387.607 417.557 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 72.9611857991391 76.2105450004996 74.5858653998193 387.607 417.557 402.582 99.6971529818437 102.231121117066 100.964137049455 388.424 418.374 403.399 0 1 199 0 NA 0 -1 1
"103" "c2.l15" 15 2 "St.Fs.55.06_28_2018" 222 230 417.557 447.507 58.1683585212149 242.733142564215 444.352381932293 449.638158711603 51.1683585212149 249.733142564215 198.635125036344 203.871485121832 200.529711977599 76.2105450004996 78.2773704293568 77.2439577149282 417.557 447.507 432.532 102.231121117066 103.865303869168 103.048212493117 418.374 448.324 433.349 1 1 199 4 NA 0 -2 2
"1961" "c3.l12" 12 3 "St.Fs.55.06_28_2018" 190 195 328.524 358.474 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 99.0143060415873 99.651924283392 99.3331151624897 328.524 358.474 343.499 123.894566709947 124.819219469645 124.356893089796 324.925 354.918 339.9215 0 1 199 0 NA -1 1 1
"197" "c3.l13" 13 3 "St.Fs.55.06_28_2018" 201 202 358.474 388.424 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 99.651924283392 99.6971529818437 99.6745386326179 358.474 388.424 373.449 124.819219469645 124.85919800662 124.839208738132 354.918 384.911 369.9145 0 1 199 0 NA -1 0 1
"198" "c3.l14" 14 3 "St.Fs.55.06_28_2018" 203 213 388.424 418.374 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 99.6971529818437 102.231121117066 100.964137049455 388.424 418.374 403.399 124.85919800662 126.719889499426 125.789543753023 384.911 414.904 399.9075 0 1 199 0 NA -1 -1 1
"199" "c3.l15" 15 3 "St.Fs.55.06_28_2018" 222 230 418.374 448.324 58.1683585212149 242.733142564215 444.352381932293 449.638158711603 51.1683585212149 249.733142564215 198.635125036344 203.871485121832 200.529711977599 102.231121117066 103.865303869168 103.048212493117 418.374 448.324 433.349 126.719889499426 127.946898857062 127.333394178244 414.904 444.897 429.9005 1 1 199 1 NA -1 -2 2
"2931" "c4.l13" 13 4 "St.Fs.55.06_28_2018" 201 202 354.918 384.911 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 124.819219469645 124.85919800662 124.839208738132 354.918 384.911 369.9145 146.983010292106 147.018365230085 147.000687761096 354.281 384.304 369.2925 0 1 199 0 NA -2 0 2
"2941" "c4.l14" 14 4 "St.Fs.55.06_28_2018" 203 213 384.911 414.904 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 124.85919800662 126.719889499426 125.789543753023 384.911 414.904 399.9075 147.018365230085 148.286129967843 147.652247598964 384.304 414.328 399.316 0 1 199 0 NA -2 -1 2
"486" "c6.l14" 14 6 "St.Fs.55.06_28_2018" 203 213 389.379 419.359 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 167.10658224575 167.836833943884 167.471708094817 389.379 419.359 404.369 195.375052582227 195.348907064807 195.361979823517 398.56 428.451 413.5055 1 1 207 1 NA 1 0 1
"5802" "c7.l12" 12 7 "St.Fs.55.06_28_2018" 190 195 338.779 368.67 50.7453154704735 242.701130835978 355.774965415063 366.196595871198 43.7453154704735 249.701130835978 206.219320783078 207.142622477533 209.450511131578 193.620729323746 195.349787460748 194.485258392247 338.779 368.67 353.7245 223.374654221793 225.446972568258 224.410813395025 349.638 379.435 364.5365 1 1 207 1 NA 0 2 2
"5811" "c7.l13" 13 7 "St.Fs.55.06_28_2018" 201 202 368.67 398.56 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 195.349787460748 195.375052582227 195.362420021488 368.67 398.56 383.615 225.446972568258 225.465959101569 225.456465834914 379.435 409.232 394.3335 0 1 207 0 NA 0 1 1
"582" "c7.l14" 14 7 "St.Fs.55.06_28_2018" 203 213 398.56 428.451 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 195.375052582227 195.348907064807 195.361979823517 398.56 428.451 413.5055 225.465959101569 224.634652299022 225.050305700295 409.232 439.029 424.1305 0 1 207 0 1 0 0 0
"583" "c7.l15" 15 7 "St.Fs.55.06_28_2018" 222 230 428.451 458.342 58.1683585212149 242.733142564215 444.352381932293 449.638158711603 51.1683585212149 249.733142564215 198.635125036344 203.871485121832 200.529711977599 195.348907064807 195.434825551529 195.391866308168 428.451 458.342 443.3965 224.634652299022 224.233638323059 224.43414531104 439.029 468.826 453.9275 1 1 207 2 NA 0 -1 1
"677" "c8.l13" 13 8 "St.Fs.55.06_28_2018" 201 202 379.435 409.232 50.8022068733079 245.036478423392 387.162854168025 384.999968963437 43.8022068733079 252.036478423392 208.245503962036 209.450511131578 209.37978945446 225.446972568258 225.465959101569 225.456465834914 379.435 409.232 394.3335 252.036478423392 252.036478423392 252.036478423392 379.435 409.232 384.999968963437 1 1 207 2 NA -1 1 1
"678" "c8.l14" 14 8 "St.Fs.55.06_28_2018" 203 213 409.232 439.029 54.8317911878544 243.541045544387 402.106995871447 431.143165043731 47.8317911878544 250.541045544387 204.778272582769 209.37978945446 203.871485121832 225.465959101569 224.634652299022 225.050305700295 409.232 439.029 424.1305 252.036478423392 250.541045544387 251.28876198389 409.232 439.029 431.143165043731 1 1 207 2 NA -1 0 1
"584" "c7.l16" 16 7 "St.Fs.55.06_28_2018" 236 230 458.342 488.233 57.370468583304 241.624609589089 463.544304390634 463.544304390634 50.370468583304 248.624609589089 198.254141005785 200.529711977599 200.904871310587 195.434825551529 194.23327993704 194.834052744284 458.342 488.233 473.2875 224.233638323059 223.091409028223 223.662523675641 468.826 498.623 483.7245 1 1 260 2 1 0 0 0
"680" "c8.l16" 16 8 "St.Fs.55.06_28_2018" 236 230 468.826 498.623 57.370468583304 241.624609589089 463.544304390634 463.544304390634 50.370468583304 248.624609589089 198.254141005785 200.529711977599 200.904871310587 224.233638323059 223.091409028223 223.662523675641 468.826 498.623 483.7245 249.733142564215 248.624609589089 249.178876076652 468.826 498.623 483.7245 0 1 260 0 NA -1 0 1
"10" "c1.l18" 18 1 "St.Fs.55.06_28_2018" 264 277 507.086 537.018 61.4253918944693 235.831190848156 507.436538862584 536.220649432933 54.4253918944693 242.831190848156 190.591894110697 195.130802286114 198.054829498791 48.8701369099429 45.914157844926 45.914157844926 507.086 537.018 507.436538862584 76.016140065632 73.4807946811869 74.7484673734095 507.407 537.357 522.382 1 1 278 1 NA 1 1 1
"11" "c1.l19" 19 1 "St.Fs.55.06_28_2018" NA 292 537.018 566.949 52.914157844926 235.703589020169 561.35460230464 580.253981248428 45.914157844926 242.703589020169 197.694882955368 198.054829498791 203.233431408647 45.914157844926 40.5646874051331 40.5646874051331 537.018 566.949 561.35460230464 73.4807946811869 68.8725649281358 71.1766798046614 537.357 567.308 552.3325 0 1 278 0 NA 1 0 1
"105" "c2.l17" 17 2 "St.Fs.55.06_28_2018" 251 272 477.457 507.407 55.8701369099429 227.665297910775 482.397282003465 507.436538862584 48.8701369099429 234.665297910775 187.474814936252 200.904871310587 195.130802286114 76.8345180251434 76.016140065632 76.4253290453877 477.457 507.407 492.432 102.475154402788 100.906402902276 101.690778652532 478.274 508.224 493.249 1 1 278 2 NA 0 2 2
"106" "c2.l18" 18 2 "St.Fs.55.06_28_2018" 264 277 507.407 537.357 61.4253918944693 235.831190848156 507.436538862584 536.220649432933 54.4253918944693 242.831190848156 190.591894110697 195.130802286114 198.054829498791 76.016140065632 73.4807946811869 74.7484673734095 507.407 537.357 522.382 100.906402902276 98.7567379735257 99.8315704379008 508.224 538.174 523.199 0 1 278 0 NA 0 1 1
"107" "c2.l19" 19 2 "St.Fs.55.06_28_2018" NA 292 537.357 567.308 52.914157844926 235.703589020169 561.35460230464 580.253981248428 45.914157844926 242.703589020169 197.694882955368 198.054829498791 203.233431408647 73.4807946811869 68.8725649281358 71.1766798046614 537.357 567.308 552.3325 98.7567379735257 94.8281543331049 96.7924461533153 538.174 568.124 553.149 0 1 278 0 1 0 0 0
"109" "c2.l20" 20 2 "St.Fs.55.06_28_2018" 300 304 567.308 597.258 47.5646874051331 234.217908525596 595.243117750838 595.243117750838 40.5646874051331 241.217908525596 200.653221120463 203.233431408647 201.74176113789 68.8725649281358 68.664221485658 68.7683932068969 567.308 597.258 582.283 94.8281543331049 94.4287800779575 94.6284672055312 568.124 598.073 583.0985 1 1 278 2 NA 0 -1 1
"201" "c3.l17" 17 3 "St.Fs.55.06_28_2018" 251 272 478.274 508.224 55.8701369099429 227.665297910775 482.397282003465 507.436538862584 48.8701369099429 234.665297910775 187.474814936252 200.904871310587 195.130802286114 102.475154402788 100.906402902276 101.690778652532 478.274 508.224 493.249 126.606349754328 124.33139852313 125.468874138729 474.89 504.884 489.887 1 1 278 3 NA -1 2 2
"202" "c3.l18" 18 3 "St.Fs.55.06_28_2018" 264 277 508.224 538.174 61.4253918944693 235.831190848156 507.436538862584 536.220649432933 54.4253918944693 242.831190848156 190.591894110697 195.130802286114 198.054829498791 100.906402902276 98.7567379735257 99.8315704379008 508.224 538.174 523.199 124.33139852313 122.54470939118 123.438053957155 504.884 534.877 519.8805 0 1 278 0 NA -1 1 1
"203" "c3.l19" 19 3 "St.Fs.55.06_28_2018" NA 292 538.174 568.124 52.914157844926 235.703589020169 561.35460230464 580.253981248428 45.914157844926 242.703589020169 197.694882955368 198.054829498791 203.233431408647 98.7567379735257 94.8281543331049 96.7924461533153 538.174 568.124 553.149 122.54470939118 119.255761712685 120.900235551932 534.877 564.87 549.8735 0 1 278 0 NA -1 0 1
"302" "c4.l21" 21 4 "St.Fs.55.06_28_2018" 308 313 594.863 624.856 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 118.676602455683 125.205437295102 121.941019875393 594.863 624.856 609.8595 140.030651792446 147.934495573359 143.982573682902 594.468 624.491 609.4795 0 1 307 0 NA 2 0 2
"303" "c4.l22" 22 4 "St.Fs.55.06_28_2018" 312 320 624.856 654.849 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 125.205437295102 121.85634987327 123.530893584186 624.856 654.849 639.8525 147.934495573359 145.180843097567 146.557669335463 624.491 654.515 639.503 0 1 307 0 NA 2 -1 2
"395" "c5.l19" 19 5 "St.Fs.55.06_28_2018" NA 292 534.421 564.445 52.914157844926 235.703589020169 561.35460230464 580.253981248428 45.914157844926 242.703589020169 197.694882955368 198.054829498791 203.233431408647 143.493787100554 140.768140228035 142.130963664295 534.421 564.445 549.433 162.485007080081 160.270016078399 161.37751157924 539.282 569.262 554.272 1 1 307 3 NA 1 2 2
"397" "c5.l20" 20 5 "St.Fs.55.06_28_2018" 300 304 564.445 594.468 47.5646874051331 234.217908525596 595.243117750838 595.243117750838 40.5646874051331 241.217908525596 200.653221120463 203.233431408647 201.74176113789 140.768140228035 140.030651792446 140.39939601024 564.445 594.468 579.4565 160.270016078399 159.388995583716 159.829505831058 569.262 599.243 584.2525 0 1 307 0 NA 1 1 1
"398" "c5.l21" 21 5 "St.Fs.55.06_28_2018" 308 313 594.468 624.491 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 140.030651792446 147.934495573359 143.982573682902 594.468 624.491 609.4795 159.388995583716 168.539342797572 163.964169190644 599.243 629.223 614.233 0 1 307 0 NA 1 0 1
"399" "c5.l22" 22 5 "St.Fs.55.06_28_2018" 312 320 624.491 654.515 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 147.934495573359 145.180843097567 146.557669335463 624.491 654.515 639.503 168.539342797572 166.325477142023 167.432409969798 629.223 659.204 644.2135 0 1 307 0 NA 1 -1 1
"491" "c6.l19" 19 6 "St.Fs.55.06_28_2018" NA 292 539.282 569.262 52.914157844926 235.703589020169 561.35460230464 580.253981248428 45.914157844926 242.703589020169 197.694882955368 198.054829498791 203.233431408647 162.485007080081 160.270016078399 161.37751157924 539.282 569.262 554.272 189.209765092507 187.713377455458 188.461571273982 548.014 577.905 562.9595 1 1 307 1 NA 0 2 2
"493" "c6.l20" 20 6 "St.Fs.55.06_28_2018" 300 304 569.262 599.243 47.5646874051331 234.217908525596 595.243117750838 595.243117750838 40.5646874051331 241.217908525596 200.653221120463 203.233431408647 201.74176113789 160.270016078399 159.388995583716 159.829505831058 569.262 599.243 584.2525 187.713377455458 186.63037627968 187.171876867569 577.905 607.796 592.8505 0 1 307 0 NA 0 1 1
"494" "c6.l21" 21 6 "St.Fs.55.06_28_2018" 308 313 599.243 629.223 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 159.388995583716 168.539342797572 163.964169190644 599.243 629.223 614.233 186.63037627968 197.534823685255 192.082599982467 607.796 637.687 622.7415 0 1 307 0 1 0 0 0
"495" "c6.l22" 22 6 "St.Fs.55.06_28_2018" 312 320 629.223 659.204 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 168.539342797572 166.325477142023 167.432409969798 629.223 659.204 644.2135 197.534823685255 196.08055494685 196.807689316053 637.687 667.577 652.632 1 1 307 2 NA 0 -1 1
"590" "c7.l21" 21 7 "St.Fs.55.06_28_2018" 308 313 607.796 637.687 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 186.63037627968 197.534823685255 192.082599982467 607.796 637.687 622.7415 215.627977855676 228.399610300495 222.013794078085 617.81 647.607 632.7085 1 1 307 1 NA -1 0 1
"685" "c8.l20" 20 8 "St.Fs.55.06_28_2018" 300 304 588.013 617.81 47.5646874051331 234.217908525596 595.243117750838 595.243117750838 40.5646874051331 241.217908525596 200.653221120463 203.233431408647 201.74176113789 216.925981177704 215.627977855676 216.27697951669 588.013 617.81 602.9115 242.703589020169 241.217908525596 241.960748772882 588.013 617.81 595.243117750838 1 1 313 2 NA 0 1 1
"686" "c8.l21" 21 8 "St.Fs.55.06_28_2018" 308 313 617.81 647.607 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 215.627977855676 228.399610300495 222.013794078085 617.81 647.607 632.7085 241.217908525596 255.490833269616 248.354370897606 617.81 647.607 632.7085 0 1 313 0 1 0 0 0
"110" "c2.l21" 21 2 "St.Fs.55.06_28_2018" 308 313 597.258 627.208 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 68.664221485658 71.972708280793 70.3184648832255 597.258 627.208 612.233 94.4287800779575 99.3962729884837 96.9125265332206 598.073 628.023 613.048 1 1 327 4 NA 1 2 2
"111" "c2.l22" 22 2 "St.Fs.55.06_28_2018" 312 320 627.208 657.158 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 71.972708280793 67.2290788264587 69.6008935536258 627.208 657.158 642.183 99.3962729884837 95.3710608382038 97.3836669133438 628.023 657.973 642.998 1 1 327 1 NA 1 1 1
"112" "c2.l23" 23 2 "St.Fs.55.06_28_2018" 324 320 657.158 687.108 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 67.2290788264587 65.9666023270382 66.5978405767485 657.158 687.108 672.133 95.3710608382038 94.2347926238221 94.802926731013 657.973 687.923 672.948 0 1 327 0 NA 1 0 1
"113" "c2.l24" 24 2 "St.Fs.55.06_28_2018" 330 320 687.108 717.058 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 65.9666023270382 65.6720879966843 65.8193451618613 687.108 717.058 702.083 94.2347926238221 93.6702370999404 93.9525148618813 687.923 717.873 702.898 1 1 327 2 NA 1 -1 1
"205" "c3.l20" 20 3 "St.Fs.55.06_28_2018" 300 304 568.124 598.073 47.5646874051331 234.217908525596 595.243117750838 595.243117750838 40.5646874051331 241.217908525596 200.653221120463 203.233431408647 201.74176113789 94.8281543331049 94.4287800779575 94.6284672055312 568.124 598.073 583.0985 119.255761712685 118.676602455683 118.966182084184 564.87 594.863 579.8665 1 1 327 2 NA 0 3 3
"206" "c3.l21" 21 3 "St.Fs.55.06_28_2018" 308 313 598.073 628.023 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 94.4287800779575 99.3962729884837 96.9125265332206 598.073 628.023 613.048 118.676602455683 125.205437295102 121.941019875393 594.863 624.856 609.8595 0 1 327 0 NA 0 2 2
"207" "c3.l22" 22 3 "St.Fs.55.06_28_2018" 312 320 628.023 657.973 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 99.3962729884837 95.3710608382038 97.3836669133438 628.023 657.973 642.998 125.205437295102 121.85634987327 123.530893584186 624.856 654.849 639.8525 0 1 327 0 NA 0 1 1
"208" "c3.l23" 23 3 "St.Fs.55.06_28_2018" 324 320 657.973 687.923 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 95.3710608382038 94.2347926238221 94.802926731013 657.973 687.923 672.948 121.85634987327 120.838860176566 121.347605024918 654.849 684.843 669.846 0 1 327 0 1 0 0 0
"209" "c3.l24" 24 3 "St.Fs.55.06_28_2018" 330 320 687.923 717.873 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 94.2347926238221 93.6702370999404 93.9525148618813 687.923 717.873 702.898 120.838860176566 120.020160539488 120.429510358027 684.843 714.836 699.8395 0 1 327 0 NA 0 -1 1
"301" "c4.l20" 20 4 "St.Fs.55.06_28_2018" 300 304 564.87 594.863 47.5646874051331 234.217908525596 595.243117750838 595.243117750838 40.5646874051331 241.217908525596 200.653221120463 203.233431408647 201.74176113789 119.255761712685 118.676602455683 118.966182084184 564.87 594.863 579.8665 140.768140228035 140.030651792446 140.39939601024 564.445 594.468 579.4565 1 1 327 3 NA -1 3 3
"3021" "c4.l21" 21 4 "St.Fs.55.06_28_2018" 308 313 594.863 624.856 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 118.676602455683 125.205437295102 121.941019875393 594.863 624.856 609.8595 140.030651792446 147.934495573359 143.982573682902 594.468 624.491 609.4795 0 1 327 0 NA -1 2 2
"3031" "c4.l22" 22 4 "St.Fs.55.06_28_2018" 312 320 624.856 654.849 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 125.205437295102 121.85634987327 123.530893584186 624.856 654.849 639.8525 147.934495573359 145.180843097567 146.557669335463 624.491 654.515 639.503 0 1 327 0 NA -1 1 1
"304" "c4.l23" 23 4 "St.Fs.55.06_28_2018" 324 320 654.849 684.843 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 121.85634987327 120.838860176566 121.347605024918 654.849 684.843 669.846 145.180843097567 144.267956704497 144.724399901032 654.515 684.538 669.5265 0 1 327 0 NA -1 0 1
"305" "c4.l24" 24 4 "St.Fs.55.06_28_2018" 330 320 684.843 714.836 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 120.838860176566 120.020160539488 120.429510358027 684.843 714.836 699.8395 144.267956704497 143.225442910119 143.746699807308 684.538 714.562 699.55 0 1 327 0 NA -1 -1 1
"3981" "c5.l21" 21 5 "St.Fs.55.06_28_2018" 308 313 594.468 624.491 53.3664412712205 232.160435566352 615.7686875 615.7686875 46.3664412712205 239.160435566352 192.793994295131 201.74176113789 214.437691305593 140.030651792446 147.934495573359 143.982573682902 594.468 624.491 609.4795 159.388995583716 168.539342797572 163.964169190644 599.243 629.223 614.233 0 1 327 0 NA -2 2 2
