"idSector" "layer" "cFile" "idD" "xLeftC" "xRightC" "yInfL" "ySupL" "xLeftL" "xRightL" "yLeftL" "yRightL" "xLeftLed" "xRightLed" "xLengthL" "xLengthInfL" "xLengthSupL" "xLeftInfP" "xLeftSupP" "xLeftEdgeS" "yLeftInfS" "yLeftSupS" "yLeftEdgeS" "xRightInfS" "xRightSupS" "xRightEdgeS" "yRightInfS" "yRightSupS" "yRightEdgeS" "APF" "vessel" "idVessel" "nbcell" "Vorigin" "cLdif" "laydif" "circle"
"3991" "c5.l22" 22 5 "St.Fs.55.06_28_2018" 312 320 624.491 654.515 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 147.934495573359 145.180843097567 146.557669335463 624.491 654.515 639.503 168.539342797572 166.325477142023 167.432409969798 629.223 659.204 644.2135 0 1 327 0 NA -2 1 2
"400" "c5.l23" 23 5 "St.Fs.55.06_28_2018" 324 320 654.515 684.538 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 145.180843097567 144.267956704497 144.724399901032 654.515 684.538 669.5265 166.325477142023 165.507418042901 165.916447592462 659.204 689.184 674.194 0 1 327 0 NA -2 0 2
"401" "c5.l24" 24 5 "St.Fs.55.06_28_2018" 330 320 684.538 714.562 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 144.267956704497 143.225442910119 143.746699807308 684.538 714.562 699.55 165.507418042901 164.262007302186 164.884712672544 689.184 719.165 704.1745 1 1 336 1 NA 2 0 2
"402" "c5.l25" 25 5 "St.Fs.55.06_28_2018" 351 360 714.562 744.585 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 143.225442910119 144.270146299222 143.74779460467 714.562 744.585 729.5735 164.262007302186 164.637914496583 164.449960899384 719.165 749.145 734.155 1 1 336 2 NA 2 -1 2
"496" "c6.l23" 23 6 "St.Fs.55.06_28_2018" 324 320 659.204 689.184 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 166.325477142023 165.507418042901 165.916447592462 659.204 689.184 674.194 196.08055494685 195.395938379935 195.738246663393 667.577 697.468 682.5225 1 1 336 1 NA 1 1 1
"497" "c6.l24" 24 6 "St.Fs.55.06_28_2018" 330 320 689.184 719.165 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 165.507418042901 164.262007302186 164.884712672544 689.184 719.165 704.1745 195.395938379935 193.865007709579 194.630473044757 697.468 727.359 712.4135 0 1 336 0 NA 1 0 1
"498" "c6.l25" 25 6 "St.Fs.55.06_28_2018" 351 360 719.165 749.145 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 164.262007302186 164.637914496583 164.449960899384 719.165 749.145 734.155 193.865007709579 193.299773867096 193.582390788338 727.359 757.25 742.3045 0 1 336 0 NA 1 -1 1
"499" "c6.l26" 26 6 "St.Fs.55.06_28_2018" 366 360 749.145 779.126 46.6176136232952 241.645576369064 764.754538006972 764.754538006972 39.6176136232952 248.645576369064 209.027962745769 211.913188050738 216.470528772247 164.637914496583 160.885206887457 162.76156069202 749.145 779.126 764.1355 193.299773867096 190.178144539731 191.738959203414 757.25 787.14 772.195 1 1 336 2 NA 1 -2 2
"591" "c7.l22" 22 7 "St.Fs.55.06_28_2018" 312 320 637.687 667.577 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 197.534823685255 196.08055494685 196.807689316053 637.687 667.577 652.632 228.399610300495 227.753908829938 228.076759565216 647.607 677.404 662.5055 1 1 336 2 NA 0 2 2
"592" "c7.l23" 23 7 "St.Fs.55.06_28_2018" 324 320 667.577 697.468 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 196.08055494685 195.395938379935 195.738246663393 667.577 697.468 682.5225 227.753908829938 227.211337683751 227.482623256844 677.404 707.201 692.3025 0 1 336 0 NA 0 1 1
"593" "c7.l24" 24 7 "St.Fs.55.06_28_2018" 330 320 697.468 727.359 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 195.395938379935 193.865007709579 194.630473044757 697.468 727.359 712.4135 227.211337683751 225.376479938108 226.29390881093 707.201 736.998 722.0995 0 1 336 0 1 0 0 0
"594" "c7.l25" 25 7 "St.Fs.55.06_28_2018" 351 360 727.359 757.25 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 193.865007709579 193.299773867096 193.582390788338 727.359 757.25 742.3045 225.376479938108 223.809430764793 224.592955351451 736.998 766.795 751.8965 0 1 336 0 NA 0 -1 1
"595" "c7.l26" 26 7 "St.Fs.55.06_28_2018" 366 360 757.25 787.14 46.6176136232952 241.645576369064 764.754538006972 764.754538006972 39.6176136232952 248.645576369064 209.027962745769 211.913188050738 216.470528772247 193.299773867096 190.178144539731 191.738959203414 757.25 787.14 772.195 223.809430764793 221.359564619405 222.584497692099 766.795 796.591 781.693 0 1 336 0 NA 0 -2 2
"687" "c8.l22" 22 8 "St.Fs.55.06_28_2018" 312 320 647.607 677.404 49.0638166398723 248.490833269616 630.274661130163 652.108633356033 42.0638166398723 255.490833269616 214.54093728385 214.437691305593 219.926726213032 228.399610300495 227.753908829938 228.076759565216 647.607 677.404 662.5055 255.490833269616 255.490833269616 255.490833269616 647.607 677.404 652.108633356033 1 1 336 2 NA -1 2 2
"688" "c8.l23" 23 8 "St.Fs.55.06_28_2018" 324 320 677.404 707.201 43.5366615742997 248.051751298876 661.385735796287 661.385735796287 36.5366615742997 255.051751298876 218.515089724576 219.926726213032 220.871042327173 227.753908829938 227.211337683751 227.482623256844 677.404 707.201 692.3025 255.490833269616 255.051751298876 255.271292284246 677.404 707.201 692.3025 0 1 336 0 NA -1 1 1
"689" "c8.l24" 24 8 "St.Fs.55.06_28_2018" 330 320 707.201 736.998 42.1365388585087 245.956550355113 687.910058999353 705.653993396257 35.1365388585087 252.956550355113 218.54153979567 220.871042327173 218.772370946106 227.211337683751 225.376479938108 226.29390881093 707.201 736.998 722.0995 255.051751298876 252.956550355113 254.004150826994 707.201 736.998 722.0995 0 1 336 0 NA -1 0 1
"690" "c8.l25" 25 8 "St.Fs.55.06_28_2018" 351 360 736.998 766.795 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 225.376479938108 223.809430764793 224.592955351451 736.998 766.795 751.8965 252.956550355113 250.560482035165 251.758516195139 736.998 766.795 756.279099274666 1 1 336 2 NA -1 -1 1
"18" "c1.l25" 25 1 "St.Fs.55.06_28_2018" 351 360 716.607 746.539 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 35.1365388585087 39.6176136232952 35.1365388585087 716.607 746.539 743.993746737329 65.6720879966843 69.1823740582279 67.4272310274561 717.058 747.009 732.0335 1 1 347 2 1 0 0 0
"4981" "c6.l25" 25 6 "St.Fs.55.06_28_2018" 351 360 719.165 749.145 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 164.262007302186 164.637914496583 164.449960899384 719.165 749.145 734.155 193.865007709579 193.299773867096 193.582390788338 727.359 757.25 742.3045 0 1 376 0 NA 1 1 1
"4991" "c6.l26" 26 6 "St.Fs.55.06_28_2018" 366 360 749.145 779.126 46.6176136232952 241.645576369064 764.754538006972 764.754538006972 39.6176136232952 248.645576369064 209.027962745769 211.913188050738 216.470528772247 164.637914496583 160.885206887457 162.76156069202 749.145 779.126 764.1355 193.299773867096 190.178144539731 191.738959203414 757.25 787.14 772.195 1 1 376 2 NA 1 0 1
"500" "c6.l27" 27 6 "St.Fs.55.06_28_2018" 379 360 779.126 809.106 40.1122026518218 233.431414788731 801.110701364679 801.110701364679 33.1122026518218 240.431414788731 207.319212136909 216.470528772247 211.811300785717 160.885206887457 154.554762439752 157.719984663604 779.126 809.106 794.116 190.178144539731 183.20958914359 186.693866841661 787.14 817.031 802.0855 0 1 376 0 NA 1 -1 1
"5941" "c7.l25" 25 7 "St.Fs.55.06_28_2018" 351 360 727.359 757.25 47.3952143295044 243.560482035165 743.993746737329 756.279099274666 40.3952143295044 250.560482035165 210.524035769692 218.772370946106 211.913188050738 193.865007709579 193.299773867096 193.582390788338 727.359 757.25 742.3045 225.376479938108 223.809430764793 224.592955351451 736.998 766.795 751.8965 0 1 376 0 NA 0 1 1
"5951" "c7.l26" 26 7 "St.Fs.55.06_28_2018" 366 360 757.25 787.14 46.6176136232952 241.645576369064 764.754538006972 764.754538006972 39.6176136232952 248.645576369064 209.027962745769 211.913188050738 216.470528772247 193.299773867096 190.178144539731 191.738959203414 757.25 787.14 772.195 223.809430764793 221.359564619405 222.584497692099 766.795 796.591 781.693 0 1 376 0 1 0 0 0
"596" "c7.l27" 27 7 "St.Fs.55.06_28_2018" 379 360 787.14 817.031 40.1122026518218 233.431414788731 801.110701364679 801.110701364679 33.1122026518218 240.431414788731 207.319212136909 216.470528772247 211.811300785717 190.178144539731 183.20958914359 186.693866841661 787.14 817.031 802.0855 221.359564619405 213.711759986578 217.535662302991 796.591 826.388 811.4895 0 1 376 0 NA 0 -1 1
"691" "c8.l26" 26 8 "St.Fs.55.06_28_2018" 366 360 766.795 796.591 46.6176136232952 241.645576369064 764.754538006972 764.754538006972 39.6176136232952 248.645576369064 209.027962745769 211.913188050738 216.470528772247 223.809430764793 221.359564619405 222.584497692099 766.795 796.591 781.693 250.560482035165 248.645576369064 249.603029202114 766.795 796.591 781.693 0 1 376 0 NA -1 0 1
"692" "c8.l27" 27 8 "St.Fs.55.06_28_2018" 379 360 796.591 826.388 40.1122026518218 233.431414788731 801.110701364679 801.110701364679 33.1122026518218 240.431414788731 207.319212136909 216.470528772247 211.811300785717 221.359564619405 213.711759986578 217.535662302991 796.591 826.388 811.4895 248.645576369064 240.431414788731 244.538495578897 796.591 826.388 801.110701364679 0 1 376 0 NA -1 -1 1
"308" "c4.l27" 27 4 "St.Fs.55.06_28_2018" 379 360 774.822 804.815 40.1122026518218 233.431414788731 801.110701364679 801.110701364679 33.1122026518218 240.431414788731 207.319212136909 216.470528772247 211.811300785717 117.106750615926 111.729966486762 114.418358551344 774.822 804.815 789.8185 140.068980130895 134.191991815046 137.130485972971 774.608 804.632 789.62 0 1 387 0 NA 1 1 1
"309" "c4.l28" 28 4 "St.Fs.55.06_28_2018" 389 405 804.815 834.808 36.5651373887219 221.787808411498 823.477439728135 852.645706049405 29.5651373887219 228.787808411498 201.346617576849 211.811300785717 205.158923436828 111.729966486762 104.138962663702 107.934464575232 804.815 834.808 819.8115 134.191991815046 125.885424846137 130.038708330591 804.632 834.655 819.6435 0 1 387 0 NA 1 0 1
"404" "c5.l27" 27 5 "St.Fs.55.06_28_2018" 379 360 774.608 804.632 40.1122026518218 233.431414788731 801.110701364679 801.110701364679 33.1122026518218 240.431414788731 207.319212136909 216.470528772247 211.811300785717 140.068980130895 134.191991815046 137.130485972971 774.608 804.632 789.62 160.885206887457 154.554762439752 157.719984663604 779.126 809.106 794.116 0 1 387 0 NA 0 1 1
"405" "c5.l28" 28 5 "St.Fs.55.06_28_2018" 389 405 804.632 834.655 36.5651373887219 221.787808411498 823.477439728135 852.645706049405 29.5651373887219 228.787808411498 201.346617576849 211.811300785717 205.158923436828 134.191991815046 125.885424846137 130.038708330591 804.632 834.655 819.6435 154.554762439752 145.599507385354 150.077134912553 809.106 839.087 824.0965 0 1 387 0 1 0 0 0
"406" "c5.l29" 29 5 "St.Fs.55.06_28_2018" 397 416 834.655 864.678 31.5916234281391 214.418590042091 843.421421373832 876.107961474321 24.5916234281391 221.418590042091 199.522591929312 205.158923436828 198.363241711406 125.885424846137 121.92515618851 123.905290517323 834.655 864.678 849.6665 145.599507385354 140.976286216441 143.287896800898 839.087 869.068 854.0775 1 1 387 1 NA 0 -1 1
"5001" "c6.l27" 27 6 "St.Fs.55.06_28_2018" 379 360 779.126 809.106 40.1122026518218 233.431414788731 801.110701364679 801.110701364679 33.1122026518218 240.431414788731 207.319212136909 216.470528772247 211.811300785717 160.885206887457 154.554762439752 157.719984663604 779.126 809.106 794.116 190.178144539731 183.20958914359 186.693866841661 787.14 817.031 802.0855 0 1 387 0 NA -1 1 1
"501" "c6.l28" 28 6 "St.Fs.55.06_28_2018" 389 405 809.106 839.087 36.5651373887219 221.787808411498 823.477439728135 852.645706049405 29.5651373887219 228.787808411498 201.346617576849 211.811300785717 205.158923436828 154.554762439752 145.599507385354 150.077134912553 809.106 839.087 824.0965 183.20958914359 173.341489515283 178.275539329437 817.031 846.922 831.9765 0 1 387 0 NA -1 0 1
"502" "c6.l29" 29 6 "St.Fs.55.06_28_2018" 397 416 839.087 869.068 31.5916234281391 214.418590042091 843.421421373832 876.107961474321 24.5916234281391 221.418590042091 199.522591929312 205.158923436828 198.363241711406 145.599507385354 140.976286216441 143.287896800898 839.087 869.068 854.0775 173.341489515283 167.78535063719 170.563420076237 846.922 876.813 861.8675 0 1 387 0 NA -1 -1 1
"597" "c7.l28" 28 7 "St.Fs.55.06_28_2018" 389 405 817.031 846.922 36.5651373887219 221.787808411498 823.477439728135 852.645706049405 29.5651373887219 228.787808411498 201.346617576849 211.811300785717 205.158923436828 183.20958914359 173.341489515283 178.275539329437 817.031 846.922 831.9765 213.711759986578 202.871965731244 208.291862858911 826.388 856.185 841.2865 1 1 387 2 NA -2 0 2
"408" "c5.l30" 30 5 "St.Fs.55.06_28_2018" NA 426 864.678 894.702 31.0377004573649 209.816599112249 885.2246875 885.2246875 24.0377004573649 216.816599112249 192.778898654884 198.363241711406 194.626895649704 121.92515618851 119.540124937718 120.732640563114 864.678 894.702 879.69 140.976286216441 138.227824009955 139.602055113198 869.068 899.048 884.058 0 1 421 0 1 0 0 0
"409" "c5.l31" 31 5 "St.Fs.55.06_28_2018" NA 438 894.702 924.725 30.5200299108833 210.159317727795 924.2920682768 924.2920682768 23.5200299108833 217.159317727795 193.639287816912 194.626895649704 194.952241726219 119.540124937718 119.376802880658 119.458463909188 894.702 924.725 909.7135 138.227824009955 138.098981692961 138.163402851458 899.048 929.029 914.0385 1 1 421 2 NA 0 -1 1
"504" "c6.l30" 30 6 "St.Fs.55.06_28_2018" NA 426 869.068 899.048 31.0377004573649 209.816599112249 885.2246875 885.2246875 24.0377004573649 216.816599112249 192.778898654884 198.363241711406 194.626895649704 140.976286216441 138.227824009955 139.602055113198 869.068 899.048 884.058 167.78535063719 164.525462395113 166.155406516152 876.813 906.704 891.7585 1 1 421 1 NA -1 0 1
"24" "c1.l30" 30 1 "St.Fs.55.06_28_2018" NA 426 866.265 896.197 31.0377004573649 209.816599112249 885.2246875 885.2246875 24.0377004573649 216.816599112249 192.778898654884 198.363241711406 194.626895649704 24.0377004573649 23.5200299108833 23.5200299108833 866.265 896.197 885.2246875 51.6912995082181 50.646092069347 51.1686957887825 866.809 896.759 881.784 0 1 424 0 NA 1 1 1
"25" "c1.l31" 31 1 "St.Fs.55.06_28_2018" NA 438 896.197 926.128 30.5200299108833 210.159317727795 924.2920682768 924.2920682768 23.5200299108833 217.159317727795 193.639287816912 194.626895649704 194.952241726219 23.5200299108833 23.1795459729074 23.1795459729074 896.197 926.128 924.2920682768 50.646092069347 50.3556570736523 50.5008745714997 896.759 926.71 911.7345 0 1 424 0 NA 1 0 1
"26" "c1.l32" 32 1 "St.Fs.55.06_28_2018" 445 446 926.128 956.06 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 23.1795459729074 19.945373162769 19.945373162769 926.128 956.06 949.987591701288 50.3556570736523 46.7603896543431 48.5580233639977 926.71 956.66 941.685 1 1 424 1 NA 1 -1 1
"118" "c2.l29" 29 2 "St.Fs.55.06_28_2018" 397 416 836.859 866.809 31.5916234281391 214.418590042091 843.421421373832 876.107961474321 24.5916234281391 221.418590042091 199.522591929312 205.158923436828 198.363241711406 53.2075288046521 51.6912995082181 52.4494141564351 836.859 866.809 851.834 79.4455499985998 77.0469787515785 78.2462643750891 837.673 867.622 852.6475 1 1 424 3 NA 0 2 2
"120" "c2.l30" 30 2 "St.Fs.55.06_28_2018" NA 426 866.809 896.759 31.0377004573649 209.816599112249 885.2246875 885.2246875 24.0377004573649 216.816599112249 192.778898654884 198.363241711406 194.626895649704 51.6912995082181 50.646092069347 51.1686957887825 866.809 896.759 881.784 77.0469787515785 75.5180709376543 76.2825248446164 867.622 897.572 882.597 0 1 424 0 NA 0 1 1
"121" "c2.l31" 31 2 "St.Fs.55.06_28_2018" NA 438 896.759 926.71 30.5200299108833 210.159317727795 924.2920682768 924.2920682768 23.5200299108833 217.159317727795 193.639287816912 194.626895649704 194.952241726219 50.646092069347 50.3556570736523 50.5008745714997 896.759 926.71 911.7345 75.5180709376543 75.2735259877587 75.3957984627065 897.572 927.522 912.547 0 1 424 0 1 0 0 0
"122" "c2.l32" 32 2 "St.Fs.55.06_28_2018" 445 446 926.71 956.66 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 50.3556570736523 46.7603896543431 48.5580233639977 926.71 956.66 941.685 75.2735259877587 71.3471696902964 73.3103478390275 927.522 957.472 942.497 0 1 424 0 NA 0 -1 1
"216" "c3.l30" 30 3 "St.Fs.55.06_28_2018" NA 426 867.622 897.572 31.0377004573649 209.816599112249 885.2246875 885.2246875 24.0377004573649 216.816599112249 192.778898654884 198.363241711406 194.626895649704 77.0469787515785 75.5180709376543 76.2825248446164 867.622 897.572 882.597 100.90999213708 98.9258589508172 99.9179255439487 864.802 894.795 879.7985 1 1 424 2 NA -1 1 1
"217" "c3.l31" 31 3 "St.Fs.55.06_28_2018" NA 438 897.572 927.522 30.5200299108833 210.159317727795 924.2920682768 924.2920682768 23.5200299108833 217.159317727795 193.639287816912 194.626895649704 194.952241726219 75.5180709376543 75.2735259877587 75.3957984627065 897.572 927.522 912.547 98.9258589508172 98.7245025413135 98.8251807460653 894.795 924.788 909.7915 1 1 424 1 NA -1 0 1
"218" "c3.l32" 32 3 "St.Fs.55.06_28_2018" 445 446 927.522 957.472 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 75.2735259877587 71.3471696902964 73.3103478390275 927.522 957.472 942.497 98.7245025413135 94.4865482678976 96.6055254046055 924.788 954.781 939.7845 0 1 424 0 NA -1 -1 1
"506" "c6.l32" 32 6 "St.Fs.55.06_28_2018" 445 446 929.029 959.009 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 138.098981692961 133.337850571031 135.718416131996 929.029 959.009 944.019 164.445140537078 159.333942553274 161.889541545176 936.594 966.485 951.5395 0 1 447 0 NA 1 0 1
"507" "c6.l33" 33 6 "St.Fs.55.06_28_2018" 448 446 959.009 988.99 26.945373162769 204.359861603979 969.560050316244 961.336160230415 19.945373162769 211.359861603979 191.591071695301 192.386325798405 196.905999563796 133.337850571031 131.51570626891 132.42677841997 959.009 988.99 973.9995 159.333942553274 158.138383758078 158.736163155676 966.485 996.376 981.4305 0 1 447 0 NA 1 -1 1
"601" "c7.l31" 31 7 "St.Fs.55.06_28_2018" NA 438 906.704 936.594 30.5200299108833 210.159317727795 924.2920682768 924.2920682768 23.5200299108833 217.159317727795 193.639287816912 194.626895649704 194.952241726219 164.525462395113 164.445140537078 164.485301466096 906.704 936.594 921.649 192.518479665176 192.489806324992 192.504142995084 915.779 945.576 930.6775 1 1 447 2 NA 0 1 1
"602" "c7.l32" 32 7 "St.Fs.55.06_28_2018" 445 446 936.594 966.485 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 164.445140537078 159.333942553274 161.889541545176 936.594 966.485 951.5395 192.489806324992 187.005973066241 189.747889695616 945.576 975.373 960.4745 0 1 447 0 1 0 0 0
"603" "c7.l33" 33 7 "St.Fs.55.06_28_2018" 448 446 966.485 996.376 26.945373162769 204.359861603979 969.560050316244 961.336160230415 19.945373162769 211.359861603979 191.591071695301 192.386325798405 196.905999563796 159.333942553274 158.138383758078 158.736163155676 966.485 996.376 981.4305 187.005973066241 186.477395034094 186.741684050167 975.373 1005.17 990.2715 0 1 447 0 NA 0 -1 1
"604" "c7.l34" 34 7 "St.Fs.55.06_28_2018" 470 463 996.376 1026.267 22.3901225542536 202.929822379987 1012.53593348009 1012.53593348009 15.3901225542536 209.929822379987 194.539699825733 196.905999563796 195.809574807302 158.138383758078 157.006000639716 157.572192198897 996.376 1026.267 1011.3215 186.477395034094 185.188038844171 185.832716939132 1005.17 1034.966 1020.068 1 1 447 2 NA 0 -2 2
"1221" "c2.l32" 32 2 "St.Fs.55.06_28_2018" 445 446 926.71 956.66 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 50.3556570736523 46.7603896543431 48.5580233639977 926.71 956.66 941.685 75.2735259877587 71.3471696902964 73.3103478390275 927.522 957.472 942.497 0 1 451 0 NA 1 1 1
"123" "c2.l33" 33 2 "St.Fs.55.06_28_2018" 448 446 956.66 986.61 26.945373162769 204.359861603979 969.560050316244 961.336160230415 19.945373162769 211.359861603979 191.591071695301 192.386325798405 196.905999563796 46.7603896543431 42.851463143813 44.805926399078 956.66 986.61 971.635 71.3471696902964 68.0308599485865 69.6890148194414 957.472 987.422 972.447 0 1 451 0 NA 1 0 1
"124" "c2.l34" 34 2 "St.Fs.55.06_28_2018" 470 463 986.61 1016.56 22.3901225542536 202.929822379987 1012.53593348009 1012.53593348009 15.3901225542536 209.929822379987 194.539699825733 196.905999563796 195.809574807302 42.851463143813 42.3576676551768 42.6045653994949 986.61 1016.56 1001.585 68.0308599485865 67.3975928595483 67.7142264040674 987.422 1017.372 1002.397 1 1 451 1 NA 1 -1 1
"2181" "c3.l32" 32 3 "St.Fs.55.06_28_2018" 445 446 927.522 957.472 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 75.2735259877587 71.3471696902964 73.3103478390275 927.522 957.472 942.497 98.7245025413135 94.4865482678976 96.6055254046055 924.788 954.781 939.7845 0 1 451 0 NA 0 1 1
"219" "c3.l33" 33 3 "St.Fs.55.06_28_2018" 448 446 957.472 987.422 26.945373162769 204.359861603979 969.560050316244 961.336160230415 19.945373162769 211.359861603979 191.591071695301 192.386325798405 196.905999563796 71.3471696902964 68.0308599485865 69.6890148194414 957.472 987.422 972.447 94.4865482678976 91.7279684829009 93.1072583753992 954.781 984.774 969.7775 0 1 451 0 1 0 0 0
"220" "c3.l34" 34 3 "St.Fs.55.06_28_2018" 470 463 987.422 1017.372 22.3901225542536 202.929822379987 1012.53593348009 1012.53593348009 15.3901225542536 209.929822379987 194.539699825733 196.905999563796 195.809574807302 68.0308599485865 67.3975928595483 67.7142264040674 987.422 1017.372 1002.397 91.7279684829009 90.9634403601768 91.3457044215388 984.774 1014.767 999.7705 0 1 451 0 NA 0 -1 1
"314" "c4.l32" 32 4 "St.Fs.55.06_28_2018" 445 446 924.788 954.781 30.1795459729074 204.359861603979 949.987591701288 961.336160230415 23.1795459729074 211.359861603979 188.522203463332 194.952241726219 192.386325798405 98.7245025413135 94.4865482678976 96.6055254046055 924.788 954.781 939.7845 119.376802880658 114.864437221011 117.120620050835 924.725 954.749 939.737 0 1 451 0 NA -1 1 1
"315" "c4.l33" 33 4 "St.Fs.55.06_28_2018" 448 446 954.781 984.774 26.945373162769 204.359861603979 969.560050316244 961.336160230415 19.945373162769 211.359861603979 191.591071695301 192.386325798405 196.905999563796 94.4865482678976 91.7279684829009 93.1072583753992 954.781 984.774 969.7775 114.864437221011 112.597027027523 113.730732124267 954.749 984.772 969.7605 0 1 451 0 NA -1 0 1
"316" "c4.l34" 34 4 "St.Fs.55.06_28_2018" 470 463 984.774 1014.767 22.3901225542536 202.929822379987 1012.53593348009 1012.53593348009 15.3901225542536 209.929822379987 194.539699825733 196.905999563796 195.809574807302 91.7279684829009 90.9634403601768 91.3457044215388 984.774 1014.767 999.7705 112.597027027523 111.716902768138 112.156964897831 984.772 1014.795 999.7835 1 1 451 1 NA -1 -1 1
"411" "c5.l33" 33 5 "St.Fs.55.06_28_2018" 448 446 954.749 984.772 26.945373162769 204.359861603979 969.560050316244 961.336160230415 19.945373162769 211.359861603979 191.591071695301 192.386325798405 196.905999563796 114.864437221011 112.597027027523 113.730732124267 954.749 984.772 969.7605 133.337850571031 131.51570626891 132.42677841997 959.009 988.99 973.9995 1 1 451 1 NA -2 0 2
"127" "c2.l37" 37 2 "St.Fs.55.06_28_2018" 521 530 1076.461 1106.411 26.0322051127166 189.148162808065 1094.801625 1094.801625 19.0322051127166 196.148162808065 177.115957695348 189.277782359783 189.678038394177 41.4365600601409 39.4012017811676 40.4188809206542 1076.461 1106.411 1091.436 65.6319185704844 63.6521783214971 64.6420484459908 1077.272 1107.222 1092.247 1 1 533 1 NA 1 1 1
"128" "c2.l38" 38 2 "St.Fs.55.06_28_2018" 534 536 1106.411 1136.361 19.9524217898554 194.712443849779 1129.99489279473 1132.26920623287 12.9524217898554 201.712443849779 188.773722826239 189.678038394177 189.664917560056 39.4012017811676 39.4030314819864 39.402116631577 1106.411 1136.361 1121.386 63.6521783214971 63.6556856812344 63.6539320013658 1107.222 1137.171 1122.1965 0 1 533 0 NA 1 0 1
"129" "c2.l39" 39 2 "St.Fs.55.06_28_2018" 538 544 1136.361 1166.311 22.9000281287242 190.788616200101 1179.40288746588 1179.40288746588 15.9000281287242 197.788616200101 181.888588071377 189.664917560056 190.852621814596 39.4030314819864 34.4452217658405 36.9241266239135 1136.361 1166.311 1151.336 63.6556856812344 58.856026511103 61.2558560961687 1137.171 1167.121 1152.146 0 1 533 0 NA 1 -1 1
"131" "c2.l40" 40 2 "St.Fs.55.06_28_2018" 549 544 1166.311 1196.261 14.8221287516425 190.788616200101 1191.79340137982 1191.79340137982 7.8221287516425 197.788616200101 189.966487448458 190.852621814596 190.839770617933 34.4452217658405 34.4470145714124 34.4461181686264 1166.311 1196.261 1181.286 58.856026511103 58.8594631462157 58.8577448286593 1167.121 1197.071 1182.096 0 1 533 0 NA 1 -2 2
"223" "c3.l37" 37 3 "St.Fs.55.06_28_2018" 521 530 1077.272 1107.222 26.0322051127166 189.148162808065 1094.801625 1094.801625 19.0322051127166 196.148162808065 177.115957695348 189.277782359783 189.678038394177 65.6319185704844 63.6521783214971 64.6420484459908 1077.272 1107.222 1092.247 88.4029182529534 86.475521850932 87.4392200519427 1074.754 1104.747 1089.7505 0 1 533 0 NA 0 1 1
